Title,URL,NFT,License,Curator,Date,Comment
,https://play.joystream.org/video/27032,0,CC0,Songoku,"July 14, 2022",Video category is Science & Technology. I think it should be Howto & Style or Education
,https://play.joystream.org/video/27033,1,CC0,Songoku,"July 14, 2022",This video is originally made by the uploader. He submitted it to a previous crypto project but was deleted
,https://play.joystream.org/video/27035,1,CC0,Songoku,"July 14, 2022",This video is originally made by the uploader. He sent an unlisted youtube link where he saved this video.
,https://play.joystream.org/video/27042,0,CC0,@ferdikesh_studio,"July 15, 2022","Video Link is broken, The same video with: https://play.joystream.org/video/27044"
,https://play.joystream.org/video/27043,0,CC0,@ferdikesh_studio,"July 15, 2022","Looks like Game intro from ""http://mavia.com/"" but i could not find the original video eighter on google video search and game page. maybe an old intro video."
