Name,Group,Grade Name,Score,Handbook Link,Subscores,Parent Score,Attributes,JSG Grading Status
Network Performance Score,Network,NETWORK_PERFORMANCE_SCORE,,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#overview,"Builder Score (Council%2020/Council%20Period%2017/Builder%20Score%209950d97dc9d6440e800b8e416ae7ff18.md), Content Score (Council%2020/Council%20Period%2017/Content%20Score%2098ae118323ba491991e86bb1f23e7c89.md), Distributor Score (Council%2020/Council%20Period%2017/Distributor%20Score%20e60dcce3b9104ab19fd650450981fe80.md), Storage Score (Council%2020/Council%20Period%2017/Storage%20Score%20e60020dc2d6e4a2291435bd7b2d7fd38.md), HR Score (Council%2020/Council%20Period%2017/HR%20Score%20bb1c661e06254049b4005657e614e114.md), Council Period Summary (Council%2020/Council%20Period%2017/Council%20Period%20Summary%204eebd7914f1345bfb473897a6c04928c.md), Council Period Plan (Council%2020/Council%20Period%2017/Council%20Period%20Plan%20d27cc017c3fa40299a64e93c7ac9445b.md), Lead Opportunities (Council%2020/Council%20Period%2017/Lead%20Opportunities%20fa6677e70ec648b0b80fee23dcb5fd09.md), Meeting score (Council%2020/Council%20Period%2017/Meeting%20score%20ff9df06e7aae4435aa0cf9290ebb12e2.md)",,"Composite Grade, Master Score, Overall Grade",Not Completed
Forum Score,Forum,FORUM_SCORE,,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#score,"Forum Report (Council%2020/Council%20Period%2017/Forum%20Report%206db798a1b29a40bc85f986bdb6eb5aeb.md), General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%203b832fa0ddeb43119e8eba53efb22833.md), Moderation Score (Council%2020/Council%20Period%2017/Moderation%20Score%20880769aa4ebc4626b47c55c964eebb3f.md), General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%20dcfe13fd78564a24b7effdeb38c199e4.md)",,"Composite Grade, Master Score",Not Completed
Builder Score,Builders,BUILDER_SCORE,,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#score,"General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%20804730bc893a4fd8bcc6de2cc9f1f11c.md), Builders Report (Council%2020/Council%20Period%2017/Builders%20Report%2003bc2789b1ba44fca4894bca2577f4a3.md), Testing (Council%2020/Council%20Period%2017/Testing%20f90da07e35e24dfca5da47ecd718920c.md), Pioneer Development (Council%2020/Council%20Period%2017/Pioneer%20Development%20258216a9264d4bbcb4119266f7b6ff04.md), General Development (Council%2020/Council%20Period%2017/General%20Development%20a14d198abecc4cc0a4891efaad60fd3c.md)",Network Performance Score (Council%2020/Council%20Period%2017/Network%20Performance%20Score%200ddf3e715ab04736b0cc1d42c2e7c02c.md),"Composite Grade, Master Score",Not Completed
Distributor Score,Distributors,DISTRIBUTOR_SCORE,,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/distributors-score.md#score,"System (Council%2020/Council%20Period%2017/System%20d0769dad2d4c49bf95b617386aebd904.md), General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%205a548e3cdf55443788a28ccf381832ec.md), Distributors Report (Council%2020/Council%20Period%2017/Distributors%20Report%2046edcc9eb4e045a4aac0f3d9cf7a1fea.md)",Network Performance Score (Council%2020/Council%20Period%2017/Network%20Performance%20Score%200ddf3e715ab04736b0cc1d42c2e7c02c.md),"Composite Grade, Master Score",Not Completed
Content Score,Content,CONTENT_SCORE,,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#score,"General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%20e7764af658e0417cbc62a524ddfce242.md), Content Report (Council%2020/Council%20Period%2017/Content%20Report%20ad5c28db9eba4f299650efe95d962e61.md), Featuring Score (Council%2020/Council%20Period%2017/Featuring%20Score%203b03bbce3c0143929923f7e64982f36d.md), Moderation Score (Council%2020/Council%20Period%2017/Moderation%20Score%20a5b3694b955b4d18a6e56190d42b3ece.md), Logging does not occur (Council%2020/Council%20Period%2017/Logging%20does%20not%20occur%2009854485b66e4e0c8a8ca17ab43a75c1.md), Featured Content Unplayable (Council%2020/Council%20Period%2017/Featured%20Content%20Unplayable%2044ad90447369419880c0c613a47c5196.md), Failure to apply moderation rules (Council%2020/Council%20Period%2017/Failure%20to%20apply%20moderation%20rules%207766e4ae44d942d2b6b68ae2d044dc1f.md), Curation Testing Score (Council%2020/Council%20Period%2017/Curation%20Testing%20Score%2012dc1cdccbe0459aafb44cd607010f45.md)",Network Performance Score (Council%2020/Council%20Period%2017/Network%20Performance%20Score%200ddf3e715ab04736b0cc1d42c2e7c02c.md),"Composite Grade, Master Score",Not Completed
HR Score,HR,HR_SCORE,,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/human-resources-score.md#score,"General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%205f089646db8342b09d8d858b4570b410.md), HR Report (Council%2020/Council%20Period%2017/HR%20Report%207c4a598cefa44ec4af7e6b98b029ceb3.md), Response Time (Council%2020/Council%20Period%2017/Response%20Time%2062407432ac584ea39c2cf2d71431cdf4.md), Person Logging Score (Council%2020/Council%20Period%2017/Person%20Logging%20Score%208d3b58c7e2974e068e46a24c175d0392.md), Interaction Logging Score (Council%2020/Council%20Period%2017/Interaction%20Logging%20Score%2059e2f95ab4824929bd485c3511be25e5.md), Bounty Management Score (Council%2020/Council%20Period%2017/Bounty%20Management%20Score%20f3c09d2e84e04ec5acebd449158e51c1.md)",Network Performance Score (Council%2020/Council%20Period%2017/Network%20Performance%20Score%200ddf3e715ab04736b0cc1d42c2e7c02c.md),"Composite Grade, Master Score",Not Completed
Marketing Score,Marketing,MARKETER_SCORE,,,,,Master Score,Not Completed
Storage Score,Storage,STORAGE_SCORE,,,"Uploads (Council%2020/Council%20Period%2017/Uploads%206842dd58ac2747c99426f1c6142abf96.md), General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%209b6d6a15d6644aa2b2f9ea3701ac2981.md), System (Council%2020/Council%20Period%2017/System%20d6dd553a843d4da696d92c80883170b6.md), Storage Report (Council%2020/Council%20Period%2017/Storage%20Report%2051bf5fbe2775440392b2202993f364a5.md), Logging (Council%2020/Council%20Period%2017/Logging%203d0aa63e3ed442f38f587f7d9ae707fc.md)",Network Performance Score (Council%2020/Council%20Period%2017/Network%20Performance%20Score%200ddf3e715ab04736b0cc1d42c2e7c02c.md),"Composite Grade, Master Score",Not Completed
General WG Score,Forum,GENERAL_WG_SCORE,,,"WG Period Plan (Council%2020/Council%20Period%2017/WG%20Period%20Plan%207aafc91e89af48c4aac315e0c98d5c36.md), WG Summary (Council%2020/Council%20Period%2017/WG%20Summary%20a7a647d45a374fcdb801e3c0bc555d95.md), WG Opportunities (Council%2020/Council%20Period%2017/WG%20Opportunities%203133df2b396949d5834747a1c6ea77bb.md), Opening Score (Council%2020/Council%20Period%2017/Opening%20Score%20149a2d25f0b64ae69db3c4a6cbbd9653.md), Bounty Score (Council%2020/Council%20Period%2017/Bounty%20Score%20106e51eafd23485ca206094c4172b63c.md), WG Opportunities (Council%2020/Council%20Period%2017/WG%20Opportunities%2070163c9d58bf4dfaa5d9081dbdc1e9e3.md), Bounty Score (Council%2020/Council%20Period%2017/Bounty%20Score%207848f5e5b4d34f02b4ffc95f5cc4d41d.md), Opening Score (Council%2020/Council%20Period%2017/Opening%20Score%20c549353a22394b238e298bfd10391911.md)",Forum Score (Council%2020/Council%20Period%2017/Forum%20Score%20b36496d2540d4032ba79ad7572fabc63.md),"Composite Grade, General WG Score",Not Completed
General WG Score,Content,GENERAL_WG_SCORE,,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,"WG Opportunities (Council%2020/Council%20Period%2017/WG%20Opportunities%20ef0ed964162f461b8e43e6191ff043d0.md), WG Summary (Council%2020/Council%20Period%2017/WG%20Summary%20f644e7ada8224b34af32bb02b1851f45.md), WG Period Plan (Council%2020/Council%20Period%2017/WG%20Period%20Plan%202018675b67b043e88f8fedd2ba16d168.md), Opening Score (Council%2020/Council%20Period%2017/Opening%20Score%204a19508bc85a46f597299b5d860f8905.md), Bounty Score (Council%2020/Council%20Period%2017/Bounty%20Score%207d153be5441549ca8f8fa26cf6719ebf.md)",Content Score (Council%2020/Council%20Period%2017/Content%20Score%2098ae118323ba491991e86bb1f23e7c89.md),"Composite Grade, General WG Score",Not Completed
