workerId,worker_total
storageWorkingGroup-7,1442000
storageWorkingGroup-10,865200
storageWorkingGroup-3,865200
storageWorkingGroup-4,865200
storageWorkingGroup-14,865200
storageWorkingGroup-13,865200
storageWorkingGroup-8,865200
storageWorkingGroup-0,2595600
storageWorkingGroup-9,865200
storageWorkingGroup-1,144200
storageWorkingGroup-5,865200
storageWorkingGroup-15,865200
storageWorkingGroup-11,865200
storageWorkingGroup-2,865200
