Name,Group,Grade Name,Score,Handbook Link,Subscores,Parent Score,Attributes,JSG Grading Status
Network Performance Score,Network,NETWORK_PERFORMANCE_SCORE,,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#overview,"Builder Score (Council%2026/Council%20Period%2017/Builder%20Score%20383a9dfb259e4b90bb7d1d1682c1d935.md), Content Score (Council%2026/Council%20Period%2017/Content%20Score%20dbe6a1d1551148aa910d67608ad7fd06.md), Distributor Score (Council%2026/Council%20Period%2017/Distributor%20Score%20111069f640eb4c3aa6bb018edc74ff88.md), Storage Score (Council%2026/Council%20Period%2017/Storage%20Score%20772cb324b9bd4649bd0a5289d6924a5c.md), HR Score (Council%2026/Council%20Period%2017/HR%20Score%2043a6102bf7c041ae9d7374c5fc3c1b07.md), Council Period Summary (Council%2026/Council%20Period%2017/Council%20Period%20Summary%20823cfdb0cbfc4fdabd2825babc8dad7d.md), Council Period Plan (Council%2026/Council%20Period%2017/Council%20Period%20Plan%20bae6f74bc2fb487abae541c89639baef.md), Lead Opportunities (Council%2026/Council%20Period%2017/Lead%20Opportunities%205bcd5b44a57e4266b930d5e79f18d453.md), Meeting score (Council%2026/Council%20Period%2017/Meeting%20score%20bc5cf79c5c5d4e0d84c889c7d3b9341a.md)",,"Composite Grade, Master Score, Overall Grade",Not Completed
Forum Score,Forum,FORUM_SCORE,,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#score,"Forum Report (Council%2026/Council%20Period%2017/Forum%20Report%20209a140fa7fa4adcaac97dc883fcdbcb.md), General WG Score (Council%2026/Council%20Period%2017/General%20WG%20Score%203610a8862bb44ad397ae6a7536700653.md), Moderation Score (Council%2026/Council%20Period%2017/Moderation%20Score%20f7ead15a503347bc882b1abc536d4496.md), General WG Score (Council%2026/Council%20Period%2017/General%20WG%20Score%2073300c8c81af4c81ada3b41061262a9e.md)",,"Composite Grade, Master Score",Not Completed
Builder Score,Builders,BUILDER_SCORE,,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#score,"General WG Score (Council%2026/Council%20Period%2017/General%20WG%20Score%202f76f42235734fefa311bd3b53b84484.md), Builders Report (Council%2026/Council%20Period%2017/Builders%20Report%202d68196b31e84b54b2d35b3b3a234934.md), Testing (Council%2026/Council%20Period%2017/Testing%200c2f0f151eb544ba8998188b6eae7f6e.md), Pioneer Development (Council%2026/Council%20Period%2017/Pioneer%20Development%202104ee95dbb247d7ab49691422f2dbf7.md), General Development (Council%2026/Council%20Period%2017/General%20Development%20d90d30f7b7a44fc7a06826646a8c953c.md)",Network Performance Score (Council%2026/Council%20Period%2017/Network%20Performance%20Score%20d83c1d7d8d394599b5996f7a7486210e.md),"Composite Grade, Master Score",Not Completed
Distributor Score,Distributors,DISTRIBUTOR_SCORE,,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/distributors-score.md#score,"System (Council%2026/Council%20Period%2017/System%201c34c033660945a5bba7aa3195d688ba.md), General WG Score (Council%2026/Council%20Period%2017/General%20WG%20Score%20c8d69a68d34e44b6bc9250c26ec8a33f.md), Distributors Report (Council%2026/Council%20Period%2017/Distributors%20Report%205cb4c771e1a2489187efb89f17e97c80.md)",Network Performance Score (Council%2026/Council%20Period%2017/Network%20Performance%20Score%20d83c1d7d8d394599b5996f7a7486210e.md),"Composite Grade, Master Score",Not Completed
Content Score,Content,CONTENT_SCORE,,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#score,"General WG Score (Council%2026/Council%20Period%2017/General%20WG%20Score%20104a249fb6d140c299d5444ae7935520.md), Content Report (Council%2026/Council%20Period%2017/Content%20Report%2077e12db1ec564befbd638d247e4b59b4.md), Featuring Score (Council%2026/Council%20Period%2017/Featuring%20Score%2063720d3c35b5471cb9381e1ec44a548a.md), Moderation Score (Council%2026/Council%20Period%2017/Moderation%20Score%20967a770f6ef347c9818771e0639c4c93.md), Logging does not occur (Council%2026/Council%20Period%2017/Logging%20does%20not%20occur%2085d68d182eb24a13ad4322ae66a0b1cb.md), Featured Content Unplayable (Council%2026/Council%20Period%2017/Featured%20Content%20Unplayable%20a6b6c7ebbb5644a99505d3664dd85259.md), Failure to apply moderation rules (Council%2026/Council%20Period%2017/Failure%20to%20apply%20moderation%20rules%20e5d498aca5a04de6923ca8a6d6deeab0.md), Curation Testing Score (Council%2026/Council%20Period%2017/Curation%20Testing%20Score%206d25fdbfb84e4cbbaa5f4029a913bd42.md)",Network Performance Score (Council%2026/Council%20Period%2017/Network%20Performance%20Score%20d83c1d7d8d394599b5996f7a7486210e.md),"Composite Grade, Master Score",Not Completed
HR Score,HR,HR_SCORE,,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/human-resources-score.md#score,"General WG Score (Council%2026/Council%20Period%2017/General%20WG%20Score%2031d5220e461a44bc8c5165c909cfbfac.md), HR Report (Council%2026/Council%20Period%2017/HR%20Report%20670ab8f74211444cba22500747850adf.md), Response Time (Council%2026/Council%20Period%2017/Response%20Time%2036c6bbd3be554147b31f7381088fdfe9.md), Person Logging Score (Council%2026/Council%20Period%2017/Person%20Logging%20Score%204b178de3aba5453c8337869c3355651e.md), Interaction Logging Score (Council%2026/Council%20Period%2017/Interaction%20Logging%20Score%200aff407fd7014fd88fc65a69554a2fff.md), Bounty Management Score (Council%2026/Council%20Period%2017/Bounty%20Management%20Score%20c116d2a39cbc4be581efd7318594a1d5.md)",Network Performance Score (Council%2026/Council%20Period%2017/Network%20Performance%20Score%20d83c1d7d8d394599b5996f7a7486210e.md),"Composite Grade, Master Score",Not Completed
Marketing Score,Marketing,MARKETER_SCORE,,,,,Master Score,Not Completed
Storage Score,Storage,STORAGE_SCORE,,,"Uploads (Council%2026/Council%20Period%2017/Uploads%20b25d5b8792054aec816d4044197780c8.md), General WG Score (Council%2026/Council%20Period%2017/General%20WG%20Score%2058842ed006ab445db7177c3ebcc1761b.md), System (Council%2026/Council%20Period%2017/System%20bdafa64f963048f69dc75ead49273c42.md), Storage Report (Council%2026/Council%20Period%2017/Storage%20Report%2005132afcb6ff4dbd8b506c04018ad998.md), Logging (Council%2026/Council%20Period%2017/Logging%207ee3f869c592473f83b6388d4e73e071.md)",Network Performance Score (Council%2026/Council%20Period%2017/Network%20Performance%20Score%20d83c1d7d8d394599b5996f7a7486210e.md),"Composite Grade, Master Score",Not Completed
General WG Score,Content,GENERAL_WG_SCORE,,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,"WG Opportunities (Council%2026/Council%20Period%2017/WG%20Opportunities%203784759923d347efac1cf547bf77ad55.md), WG Summary (Council%2026/Council%20Period%2017/WG%20Summary%2005bed1ac53e042059a14fca74967dcc6.md), WG Period Plan (Council%2026/Council%20Period%2017/WG%20Period%20Plan%20e96a7635c769459f8c2dbd22d6a81327.md), Opening Score (Council%2026/Council%20Period%2017/Opening%20Score%20c9f07091b65d4263a2d743028a999e23.md), Bounty Score (Council%2026/Council%20Period%2017/Bounty%20Score%2034b7845bbcca49209f646abeaf5e8b68.md)",Content Score (Council%2026/Council%20Period%2017/Content%20Score%20dbe6a1d1551148aa910d67608ad7fd06.md),"Composite Grade, General WG Score",Not Completed
General WG Score,Distributors,GENERAL_WG_SCORE,,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,"WG Period Plan (Council%2026/Council%20Period%2017/WG%20Period%20Plan%20a8b45804e3aa48b9b88e45c5208f7846.md), WG Summary (Council%2026/Council%20Period%2017/WG%20Summary%2073a980c6516f457f906275add7aaaa9a.md), WG Opportunities (Council%2026/Council%20Period%2017/WG%20Opportunities%209851cfbd58454446b92feea482b88c32.md), Opening Score (Council%2026/Council%20Period%2017/Opening%20Score%203d0f3ee9cfe440b9ba3644c3eb1537da.md), Bounty Score (Council%2026/Council%20Period%2017/Bounty%20Score%205b76d4b0523c46eab012f6e5092fed0d.md)",Distributor Score (Council%2026/Council%20Period%2017/Distributor%20Score%20111069f640eb4c3aa6bb018edc74ff88.md),"Composite Grade, General WG Score",Not Completed
