Task name,Assignee,Due,GitHub Pull Requests,Governance Status,Parent-task,Priority,Project,Sprint,Status,Sub-tasks,Summary,Tags,Task ID,URL
Post videos in crypto communitites,,,,Not started,,,CMC Communities Campaign (CMC%20Communities%20Campaign%205724846553944bd58fab9c647717b07d.md),,In progress,,,,GEN-8,
Invite verified influencers on CMC as ambassadors,,,,Not started,,,CMC Communities Campaign (CMC%20Communities%20Campaign%205724846553944bd58fab9c647717b07d.md),,Not started,,,,GEN-45,
Boost accounts,,,,Not started,,,CMC Communities Campaign (CMC%20Communities%20Campaign%205724846553944bd58fab9c647717b07d.md),,Done,,,,GEN-10,
Optimize strategy,,,,Not started,,,CMC Communities Campaign (CMC%20Communities%20Campaign%205724846553944bd58fab9c647717b07d.md),,Done,,,,GEN-11,
Find and follow best crypto creators on Gleev to get content flow,,,,Not started,,,CMC Communities Campaign (CMC%20Communities%20Campaign%205724846553944bd58fab9c647717b07d.md),,Done,,,,GEN-12,
