id,createdAt,"syze, bytes","syze, Mbytes",bucket
14705,22.06.2022,61940542,"59,1",2604
14710,22.06.2022,10558,"0,0",2604
14713,22.06.2022,69776227,"66,5",2604
14719,22.06.2022,43441776,"41,4",2604
14731,22.06.2022,37539847,"35,8",2604
14734,22.06.2022,12754,"0,0",2604
14777,26.06.2022,29647288,"28,3",2196
