Property,average_size bytes,id,objects_num,total_size bytes
,579061,2367,4,2316244
,9505012,2675,4,38020048
,1326307,2487,8,10610457
,207853745,2029,26,5404197389
,41704235,2260,4,166816943
,1342833,2518,6,8056998
,6613101,2339,6,39678606
,4538784,2303,3,13616352
,6613101,2338,6,39678606
,234368861,2069,9,2109319755
,768354,2299,3,2305064
,613479,2496,4,2453919
,21357,2002,2,42714
,313149,2404,4,1252596
,68108,2180,2,136216
,46346269,2045,933,43241069533
,285349380,2210,14,3994891321
,31916898,2051,54,1723512509
,979425,2587,4,3917701
,5274689,2378,4,21098756
,1668890,2672,4,6675561
,38060301,2139,400,15224120644
,10428162,2155,5,52140811
,8202793,2236,82,672629036
,2159618,2319,4,8638475
,27498,2340,2,54996
,1049972,2462,4,4199888
,120946682,2648,4,483786728
,871170,2456,4,3484681
,65664859,2082,99,6500821051
,33065,2015,2,66130
,3011456,2557,8,24091649
,5919968,2522,6,35519810
,17327799,2638,4,69311198
,3173405,2392,4,12693621
,927669,2495,4,3710679
,1262878,2427,4,5051515
,42908335,2655,6,257450010
,3002860,2322,4,12011440
,2998644,2670,6,17991868
,4793570,2369,6,28761424
,107083817,2146,14,1499173443
,1238465,2353,4,4953863
,108825617,2059,37,4026547844
,8689287,2132,5,43446439
,210269,2596,4,841079
,94433184,2221,14,1322064583
,757428,2381,4,3029712
,3980915,2302,6,23885495
,69732289,2058,36,2510362425
,1710714,2376,4,6842856
,17756,2293,2,35512
,871301,2436,4,3485207
,6613135,2633,2,13226270
,949128,2592,4,3796513
,884441,2481,8,7075532
,1215067,2517,10,12150672
,2489605,2397,4,9958421
,17050244,2085,26,443306368
,6613101,2337,6,39678606
,16191,2284,2,32382
,4977713,2351,10,49777136
,19422238,2220,22,427289253
,67087343,2104,112,7513782443
,1405832,2357,4,5623328
,31356,2232,3,94068
,1420308,2524,4,5681235
,6944,2165,1,6944
,29062379,2123,6,174374276
,23363623,2258,12,280363479
,835806,2696,6,5014838
,223071,2292,3,669213
,866716,2477,6,5200298
,2449834,2546,4,9799339
,411955,2597,4,1647820
,1334655,2555,4,5338622
,26702,2677,2,53404
,11732131,2257,20,234642635
,98591887,2192,8,788735097
,123208725,2312,2,246417451
,865941021,2168,10,8659410214
,6917391,2621,4,27669564
,6317196,2224,22,138978322
,13614625,2075,218,2967988418
,839869,2362,4,3359477
,215038028,2000,12,2580456339
,45388,2661,2,90776
,1307791,2549,4,5231164
,332030,2500,6,1992182
,6733713,2641,6,40402281
,363970321,2310,96,34941150883
,1567939,2687,2,3135879
,466972,2446,4,1867888
,1199775,2567,4,4799103
,11412955,2574,4,45651820
,2709459,2352,8,21675672
,42418188,2140,38,1611891145
,840827,2535,4,3363308
,28367,2016,2,56734
,390268870,2151,5,1951344352
,142571,2306,2,285142
,485563106,2094,44,21364776673
,283299120,2130,6,1699794721
,217854,2331,2,435708
,61081165,2271,60,3664869915
,17364730,2160,250,4341182707
,246370,2364,4,985482
,74402320,2283,4,297609282
,490282,2537,4,1961131
,614971,2380,4,2459887
,5220988,2489,14,73093832
,1061046,2063,4,4244185
,3851195,2451,4,15404780
,3475008,2511,4,13900034
,200818992,2050,34,6827845752
,281701341,2115,10,2817013416
,36273656,2043,7,253915593
,579289,2393,4,2317158
,2118357,2437,4,8473430
,129297600,2667,4,517190400
,69787421,2046,56,3908095599
,19093,2344,2,38186
,146130,2664,2,292260
,2452690,2510,4,9810760
,1255346,2363,4,5021385
,575625,2464,4,2302501
,17899298,2609,12,214791581
,1154402,2645,10,11544025
,87129292,2619,2,174258584
,4682222,2034,17,79597776
,6613135,2244,10,66131350
,7712,2291,1,7712
,52657186,2089,185,9741579444
,15882553,2128,48,762362567
,25992,2443,2,51984
,3621483,2473,4,14485935
,2199414,2438,4,8797657
,127868,2483,8,1022945
,505248125,2173,6,3031488750
,36548427,2249,80,2923874213
,1068906,2431,4,4275625
,24177,2700,2,48354
,4242954,2311,6,25457725
,5159321,2583,4,20637284
,328911706,2055,6,1973470236
,3318,2646,1,3318
,49867481,2084,92,4587808293
,1144838,2388,4,4579353
,274574719,2234,6,1647448314
,35676727,2199,174,6207750574
,52478650,2142,124,6507352696
,8064297,2647,4,32257190
,1607078,2394,4,6428313
,36191,2188,2,72382
,7177875,2277,22,157913261
,1005404,2430,4,4021617
,12981,2305,2,25962
,58347539,2159,302,17620956900
,2082897,2418,4,8331588
,21874195,2119,37,809345247
,38600793,2117,5,193003969
,8894531,2106,5,44472658
,483162,2564,4,1932651
,17427028,2172,23,400821659
,8787,2358,2,17574
,4436696,2520,4,17746785
,6613118,2265,12,79357416
,141127600,2161,18,2540296800
,4809149,2586,4,19236596
,46270,2329,2,92540
,2303703,2385,4,9214812
,82336442,2171,70,5763550972
,443383,2414,4,1773535
,21298543,2174,4,85194175
,301027504,2315,4,1204110016
,404577,2701,8,3236618
,689416,2368,4,2757664
,264399,2415,4,1057597
,1133600,2545,4,4534403
,881488,2377,4,3525955
,23078244,2150,19,438486650
,39235744,2233,12,470828936
,644649,2561,4,2578597
,3386835,2519,4,13547341
,17431043,2020,144,2510070296
,2180480,2560,4,8721921
,2697452,2532,8,21579620
,6883475,2114,4,27533903
,5017812,2308,8,40142500
,49282810,2507,6,295696862
,4761694,2521,4,19046776
,1309187,2569,4,5236751
,929842,2466,4,3719368
,9721370,2458,6,58328220
,210117,2355,4,840471
,2165159,2482,8,17321273
,2748904,2321,4,10995618
,65315,2003,2,130630
,1575119,2585,4,6300478
,1055206,2463,6,6331238
,4133095,2390,4,16532381
,38811763,2183,7,271682346
,7227223,2416,4,28908892
,3876876,2471,6,23261260
,85044940,2036,26,2211168465
,6613135,2332,6,39678810
,1132000,2375,4,4528002
,88024467,2342,4,352097870
,1287694,2354,4,5150778
,228066679,2219,4,912266718
,4989216,2547,4,19956867
,639800,2345,6,3838804
,2634605,2372,4,10538420
,91295362,2023,8,730362900
,308130666,2194,11,3389437329
,2829934,2526,6,16979606
,2021177,2605,4,8084710
,10304526,2027,15,154567892
,81488236,2021,26,2118694145
,3583729,2603,14,50172207
,6613119,2333,40,264524788
,63203104,2294,3,189609313
,126275154,2131,8,1010201239
,1677413,2591,4,6709655
,34339082,2144,326,11194540770
,2252784,2475,6,13516706
,31036834,2070,35,1086289213
,7628804,2579,4,30515216
,106665349,2093,16,1706645586
,42740269,2136,222,9488339800
,6710295,2402,4,26841183
,4959178,2455,4,19836713
,39000,2694,2,78000
,91079832,2137,106,9654462279
,199627149,2659,7,1397390043
,811428,2513,4,3245713
,12773878,2022,53,677015569
,52142743,2048,58,3024279149
,12273278,2652,66,810036401
,3886703,2459,4,15546812
,679758628,2065,14,9516620800
,55361,2008,2,110722
,2625347,2361,4,10501391
,40070743,2087,244,9777261477
,1905758,2457,4,7623034
,632241,2366,4,2528966
,70618238,2206,168,11863864043
,197960,2558,4,791840
,32182649,2090,23,740200939
,58214,2014,2,116428
,72376946,2185,7,506638628
,95795856,2060,55,5268772092
,7719703,2499,6,46318218
,1443032,2578,4,5772129
,403516,2434,4,1614064
,457842,2556,4,1831369
,2475031,2453,6,14850186
,83080542,2111,38,3157060604
,5882024,2213,35,205870855
,7388536,2296,2,14777073
,392535,2506,4,1570141
,16561053,2026,68,1126151665
,247529,2629,2,495059
,536275597,2138,13,6971582762
,42019574,2198,76,3193487661
,4162117,2550,4,16648468
,270217862,2612,2,540435724
,14935899,2044,74,1105256531
,1607943,2505,4,6431775
,487859,2424,4,1951436
,66047896,2033,9,594431064
,2844592,2400,4,11378370
,406050069,2195,4,1624200276
,40530,2010,2,81060
,184694192,2320,32,5910214164
,309868379,2225,12,3718420550
,88978922,2054,16,1423662758
,9523670,2599,4,38094682
,3444871,2374,4,13779485
,1167466,2497,6,7004796
,26196448,2248,20,523928979
,5362933,2223,10,53629331
,30404975,2267,2,60809951
,14987,2004,2,29974
,1987300,2508,4,7949200
,113932266,2217,16,1822916271
,3619447,2325,4,14477791
,25598992,2145,94,2406305278
,6193166,2066,2,12386332
,2198646,2450,4,8794586
,91715,2012,2,183430
,59990829,2408,38,2279651523
,56899940,2263,20,1137998812
,25992,2444,2,51984
,3698086,2396,4,14792347
,327989878,2324,44,14431554634
,3163563,2474,4,12654252
,21766,2231,2,43532
,1344953,2626,8,10759628
,539559,2523,6,3237356
,19031,2262,2,38062
,16016720,2492,16,256267524
,49227024,2191,42,2067535041
,115646072,2108,43,4972781098
,45290287,2074,12,543483445
,6613135,2230,44,290977940
,390662,2460,4,1562651
,2022542,2297,3,6067626
,29238,2676,2,58476
,6613135,2634,2,13226270
,16129470,2149,4,64517882
,30834485,2091,48,1480055289
,6012206,2640,12,72146478
,2257891,2531,4,9031565
,2450986,2673,4,9803947
,24077486,2056,14,337084815
,948247,2498,10,9482470
,86411468,2181,80,6912917468
,29083695,2196,42,1221515199
,292977116,2035,30,8789313506
,45909325,2080,65,2984106180
,45676886,2095,84,3836858496
,75064585,2241,2,150129170
,38413082,2038,6,230478492
,311503,2476,4,1246012
,1956883,2024,6,11741301
,108252016,2278,2,216504032
,115642015,2118,74,8557509164
,2587868,2426,4,10351473
,20114534,2129,13,261488947
,65934736,2121,15,989021053
,6613101,2335,6,39678606
,6613135,2229,4,26452540
,228365365,2039,74,16899037014
,2114726,2449,4,8458904
,1854197,2552,4,7416788
,4768539,2516,4,19074159
,6531536,2280,2,13063072
,12500789,2472,4,50003156
,2045868,2541,4,8183474
,309634,2467,8,2477073
,54046016,2316,3,162138050
,2479998,2470,4,9919995
,2810196,2600,6,16861179
,6888930,2529,8,55111446
,21084094,2240,4,84336377
,5571071,2222,12,66852857
,685827,2554,8,5486618
,1427565,2391,4,5710260
,11443820,2479,4,45775280
,6613135,2255,4,26452540
,420285571,2246,4,1681142285
,1222842,2525,4,4891369
,172821980,2644,5,864109903
,12906469,2624,8,103251758
,19143680,2254,42,804034560
,45433269,2096,126,5724591918
,12733,2610,2,25466
,179603181,2061,50,8980159082
,1488842,2493,4,5955370
,11914119,2164,4,47656478
,17070921,2639,104,1775375832
,1079105,2595,4,4316420
,3356558,2527,6,20139350
,121744,2593,4,486978
,6202,2184,1,6202
,28890610,2274,42,1213405645
,150930658,2697,8,1207445268
,23958614,2154,198,4743805590
,1143646,2486,4,4574587
,1625029,2399,4,6500116
,711711,2485,4,2846846
,2502866,2279,4,10011464
,286922480,2197,6,1721534883
,144954506,2301,2,289909013
,17252867,2328,32,552091756
,6867150,2384,4,27468600
,229363,2348,4,917454
,151716657,2116,11,1668883235
,2074014,2512,4,8296059
,34565789,2110,40,1382631599
,123950517,2606,4,495802071
,20467235,2480,4,81868941
,2100885,2494,4,8403541
,83204346,2037,40,3328173852
,15994,2690,2,31988
,1055255,2468,6,6331534
,1578553,2441,2,3157106
,39889996,2088,130,5185699600
,4900989,2454,4,19603958
,424893584,2289,36,15296169057
,62324207,2135,8,498593660
,20731,2261,2,41462
,11665053,2514,4,46660215
,6472529,2503,8,51780232
,54057079,2062,164,8865361068
,7790,2631,2,15580
,6822313,2360,4,27289254
,19859682,2330,4,79438730
,3377415,2025,8,27019327
,55780097,2127,354,19746154580
,81540655,2607,2,163081311
,78505262,2269,60,4710315731
,20870315,2208,22,459146947
,2741612,2276,2,5483224
,814483,2478,8,6515868
,40303907,2125,86,3466136034
,29466,2307,2,58932
,3668,2238,1,3668
,5508055,2582,4,22032223
,6134863,2553,12,73618366
,273917,2501,4,1095670
,18831,2566,2,37662
,4878597,2300,4,19514389
,213143,2417,4,852573
,5671445,2243,7,39700116
,26330930,2099,6,157985584
,29538458,2665,8,236307669
,78656,2018,2,157312
,4758486,2042,112,532950540
,88888639,2113,11,977775034
,40579533,2041,4,162318133
,6695827,2076,6,40174966
,486664846,2112,66,32119879841
,35022139,2692,24,840531353
,854282,2642,6,5125692
,7172497,2643,4,28689988
,16247,2237,2,32494
,792920,2589,4,3171681
,425385,2575,4,1701540
,53446994,2177,14,748257921
,639467,2379,4,2557870
,29615,2013,2,59230
,285769,2346,4,1143076
,18982985,2169,7,132880897
,2419923,2445,4,9679694
,9875,2608,2,19750
,4830527,2536,4,19322110
,22906131,2313,12,274873577
,8172,2211,1,8172
,2153979,2544,4,8615919
,13893,2359,2,27786
,5878306,2193,9,52904762
,57332450,2166,4,229329802
,2980726,2509,16,47691620
,25907,2272,2,51814
,425919,2182,6,2555517
,9472174,2057,22,208387839
,2291578,2028,4,9166313
,7008955,2209,4,28035823
,57956,2218,2,115912
,38001930,2143,5,190009652
,352901,2413,4,1411605
,102230985,2086,94,9609712610
,46035633,2067,4,184142533
,4445,2622,2,8890
,450491639,2068,44,19821632143
,64399836,2097,83,5345186456
,1439646,2442,4,5758586
,3596683,2420,4,14386733
,21904297,2052,4,87617190
,2204699,2534,6,13228198
,3038478,2662,6,18230870
,46993469,2309,4,187973877
,6314986,2175,11,69464848
,122532153,2317,4,490128614
,16347639,2447,4,65390556
,86106932,2092,251,21612840021
,1213102,2423,4,4852409
,7574,2695,1,7574
,67644908,2266,2,135289817
,58931870,2189,80,4714549623
,1566128,2239,21,32888699
,28541656,2107,107,3053957233
,55390554,2101,170,9416394323
,187717,2382,4,750868
,2927047,2327,10,29270476
,340068,2684,4,1360272
,30332471,2273,8,242659771
,214026,2502,6,1284156
,214995,2425,4,859983
,7234574,2282,22,159160635
,25053,2005,2,50106
,3697843,2627,2,7395687
,2556772,2551,4,10227088
,2948782,2491,4,11795128
,749471927,2275,6,4496831567
,2050036,2386,4,8200146
,2194649,2350,4,8778599
,17100789,2341,18,307814205
,1942244,2488,4,7768976
,3521787,2422,4,14087149
,6707951,2203,124,831785954
,11129,2691,2,22258
,34546282,2120,6,207277696
,111574789,2122,4,446299158
,55973262,2259,9,503759364
