"Objects size, MB",Bag ID,ObjectNumber,"Objects size, average, MB"
"69,5",2175,11,"6,3"
"5,6",2311,4,"1,4"
"0,0",2304,2,"0,0"
"24788,3",2148,60,"413,1"
"4587,8",2084,92,"49,9"
"5268,8",2060,55,"95,8"
"6,1",2297,3,"2,0"
"1721,5",2197,6,"286,9"
"780,3",2196,8,"97,5"
"271,7",2183,7,"38,8"
"43,4",2132,5,"8,7"
"207,3",2120,6,"34,5"
"0,0",2284,2,"0,0"
"2,3",2299,3,"0,8"
"16899,0",2039,74,"228,4"
"27,5",2114,4,"6,9"
"9609,7",2086,94,"102,2"
"1660,7",2116,9,"184,5"
"1138,0",2263,20,"56,9"
"636,6",2141,40,"15,9"
"0,0",2235,0,#DIV/0!
"11,0",2321,4,"2,7"
"9741,6",2089,185,"52,7"
"9347,0",2152,168,"55,6"
"7,0",2213,3,"2,3"
"1126,2",2026,68,"16,6"
"730,4",2023,8,"91,3"
"0,1",2003,2,"0,1"
"0,1",2307,2,"0,0"
"14,8",2296,2,"7,4"
"66,8",2212,6,"11,1"
"533,0",2042,112,"4,8"
"8327,4",2077,87,"95,7"
"139,0",2224,22,"6,3"
"2067,5",2191,42,"49,2"
"19821,6",2068,44,"450,5"
"523,9",2248,20,"26,2"
"79,4",2265,12,"6,6"
"0,1",2008,2,"0,1"
"230,5",2038,6,"38,4"
"0,1",2180,2,"0,1"
"8659,4",2168,10,"865,9"
"0,0",2261,2,"0,0"
"1611,9",2140,38,"42,4"
"6207,8",2199,174,"35,7"
"289,9",2301,2,"145,0"
"6944,4",2186,54,"128,6"
"229,3",2166,4,"57,3"
"0,0",2179,0,#DIV/0!
"6507,4",2142,124,"52,5"
"3058,9",2083,48,"63,7"
"0,0",2238,1,"0,0"
"6827,8",2050,34,"200,8"
"0,2",2190,2,"0,1"
"13,1",2280,2,"6,5"
"3031,5",2173,6,"505,2"
"506,6",2185,7,"72,4"
"28,0",2209,4,"7,0"
"0,0",2242,2,"0,0"
"0,1",2007,2,"0,0"
"104,9",2105,10,"10,5"
"0,0",2316,1,"0,0"
"0,0",2288,0,#DIV/0!
"788,7",2192,8,"98,6"
"823,2",2133,8,"102,9"
"84,3",2240,4,"21,1"
"6500,8",2082,99,"65,7"
"10,0",2279,4,"2,5"
"498,6",2135,8,"62,3"
"4710,3",2269,60,"78,5"
"0,0",2291,1,"0,0"
"14,7",2308,4,"3,7"
"246,4",2312,2,"123,2"
"0,0",2201,0,#DIV/0!
"594,4",2033,9,"66,0"
"297,6",2283,4,"74,4"
"253,9",2043,7,"36,3"
"158,0",2099,6,"26,3"
"7710,9",2098,128,"60,2"
"5469,0",2156,18,"303,8"
"2580,5",2000,12,"215,0"
"1970,0",2245,60,"32,8"
"13,2",2228,2,"6,6"
"59,8",2167,4,"14,9"
"0,7",2292,3,"0,2"
"5724,6",2096,126,"45,4"
"8602,3",2071,13,"661,7"
"53,6",2223,10,"5,4"
"7,3",2216,2,"3,6"
"0,0",2178,0,#DIV/0!
"162,3",2041,4,"40,6"
"2993,5",2210,12,"249,5"
"0,0",2253,0,#DIV/0!
"0,1",2286,2,"0,0"
"12,4",2066,2,"6,2"
"12,0",2322,4,"3,0"
"216,5",2278,2,"108,3"
"0,0",2205,0,#DIV/0!
"87,6",2052,4,"21,9"
"234,6",2257,20,"11,7"
"0,2",2012,2,"0,1"
"71,8",2313,6,"12,0"
"790,7",2147,24,"32,9"
"4972,8",2108,43,"115,6"
"1499,2",2146,14,"107,1"
"4285,4",2100,139,"30,8"
"0,1",2218,2,"0,1"
"8,6",2319,4,"2,2"
"291,0",2230,44,"6,6"
"0,1",2011,2,"0,0"
"23,9",2302,6,"4,0"
"3469,4",2171,28,"123,9"
"0,1",2005,2,"0,0"
"5389,6",2079,180,"29,9"
"9488,3",2136,222,"42,7"
"184,1",2067,4,"46,0"
"19746,2",2127,354,"55,8"
"432,0",2323,8,"54,0"
"19,5",2300,4,"4,9"
"831,8",2203,124,"6,7"
"0,0",2268,0,#DIV/0!
"0,1",2009,2,"0,0"
"1681,1",2246,4,"420,3"
"0,0",2165,1,"0,0"
"44,5",2106,5,"8,9"
"154,8",2221,6,"25,8"
"0,0",2204,0,#DIV/0!
"989,0",2121,15,"65,9"
"3466,1",2125,86,"40,3"
"3011,2",2275,4,"752,8"
"2817,0",2115,10,"281,7"
"9654,5",2137,106,"91,1"
"0,0",2314,0,#DIV/0!
"4014,0",2059,32,"125,4"
"4768,7",2049,94,"50,7"
"5,5",2276,2,"2,7"
"0,0",2002,2,"0,0"
"912,3",2219,4,"228,1"
"809,3",2119,37,"21,9"
"159,2",2282,22,"7,2"
"0,0",2270,0,#DIV/0!
"0,1",2013,2,"0,0"
"9416,4",2101,170,"55,4"
"17621,0",2159,302,"58,3"
"169,4",2227,28,"6,1"
"15894,8",2158,274,"58,0"
"6971,6",2138,13,"536,3"
"2211,2",2036,26,"85,0"
"11863,9",2206,168,"70,6"
"17516,9",2126,341,"51,4"
"3157,1",2111,38,"83,1"
"5019,8",2163,16,"313,7"
"490,1",2317,4,"122,5"
"2,6",2182,6,"0,4"
"1590,2",2075,126,"12,6"
"8865,4",2062,164,"54,1"
"1277,3",2073,12,"106,4"
"1480,1",2091,48,"30,8"
"208,4",2057,22,"9,5"
"1951,3",2151,5,"390,3"
"1699,8",2130,6,"283,3"
"3054,0",2107,107,"28,5"
"174,4",2123,6,"29,1"
"26,5",2255,4,"6,6"
"66,1",2244,10,"6,6"
"490,3",2217,8,"61,3"
"79,6",2034,17,"4,7"
"0,0",2281,0,#DIV/0!
"1723,5",2051,54,"31,9"
"15402,4",2047,234,"65,8"
"1647,4",2234,6,"274,6"
"52,9",2193,9,"5,9"
"0,2",2018,2,"0,1"
"748,3",2177,14,"53,4"
"2510,1",2020,144,"17,4"
"11194,5",2144,326,"34,3"
"64,5",2149,4,"16,1"
"24342,4",2072,304,"80,1"
"15296,2",2289,36,"424,9"
"0,1",2272,2,"0,0"
"804,0",2254,42,"19,1"
"400,8",2172,23,"17,4"
"0,0",2214,0,#DIV/0!
"0,1",2285,2,"0,0"
"992,5",2310,8,"124,1"
"43241,1",2045,933,"46,3"
"2406,3",2145,94,"25,6"
"3328,2",2037,40,"83,2"
"0,1",2010,2,"0,0"
"327,6",2053,22,"14,9"
"2226,6",2081,41,"54,3"
"13509,2",2001,114,"118,5"
"40,4",2226,8,"5,1"
"8980,2",2061,50,"179,6"
"22,6",2124,8,"2,8"
"3718,4",2225,12,"309,9"
"0,0",2211,1,"0,0"
"0,0",2184,1,"0,0"
"21364,8",2094,44,"485,6"
"0,1",2232,3,"0,0"
"470,8",2233,12,"39,2"
"443,3",2085,26,"17,1"
"9516,6",2065,14,"679,8"
"0,0",2262,2,"0,0"
"110,4",2030,4,"27,6"
"2109,3",2069,9,"234,4"
"7513,8",2104,112,"67,1"
"2118,7",2021,26,"81,5"
"1,2",2078,6,"0,2"
"278,3",2134,6,"46,4"
"0,1",2006,2,"0,0"
"3024,3",2048,58,"52,1"
"0,1",2014,2,"0,1"
"977,8",2113,11,"88,9"
"2923,9",2249,80,"36,5"
"1973,5",2055,6,"328,9"
"129,6",2187,6,"21,6"
"4,2",2063,4,"1,1"
"4515,0",2109,48,"94,1"
"2510,4",2058,36,"69,7"
"0,1",2019,2,"0,0"
"5185,7",2088,130,"39,9"
"0,0",2004,2,"0,0"
"10116,9",2092,243,"41,6"
"8789,3",2035,30,"293,0"
"9777,3",2087,244,"40,1"
"2540,3",2161,18,"141,1"
"26,5",2229,4,"6,6"
"1423,7",2054,16,"89,0"
"2058,6",2031,66,"31,2"
"446,3",2122,4,"111,6"
"1105,3",2044,74,"14,9"
"3823,6",2102,50,"76,5"
"40,4",2222,8,"5,1"
"246,5",2129,11,"22,4"
"1382,6",2110,40,"34,6"
"2259,1",2176,36,"62,8"
"1,9",2032,4,"0,5"
"1749,2",2250,20,"87,5"
"189,6",2294,3,"63,2"
"39,7",2243,7,"5,7"
"0,0",2328,1,"0,0"
"10,0",2251,2,"5,0"
"2788,3",2287,10,"278,8"
"575,4",2315,2,"287,7"
"4394,7",2157,32,"137,3"
"166,8",2260,4,"41,7"
"4714,5",2189,80,"58,9"
"3836,9",2095,84,"45,7"
"136,7",2170,7,"19,5"
"0,1",2015,2,"0,0"
"459,1",2208,22,"20,9"
"677,0",2022,53,"12,8"
"762,4",2128,48,"15,9"
"1010,2",2131,8,"126,3"
"50,0",2318,4,"12,5"
"0,0",2305,2,"0,0"
"85,2",2174,4,"21,3"
"337,1",2056,14,"24,1"
"4743,8",2154,198,"24,0"
"13,6",2303,3,"4,5"
"242,7",2273,8,"30,3"
"199,8",2198,12,"16,6"
"5,6",2239,2,"2,8"
"3658,5",2103,54,"67,8"
"672,6",2236,82,"8,2"
"32119,9",2112,66,"486,7"
"11,7",2024,6,"2,0"
"5404,2",2029,26,"207,9"
"0,1",2016,2,"0,0"
"0,0",2326,0,#DIV/0!
"154,6",2027,15,"10,3"
"27,0",2025,8,"3,4"
"280,4",2258,12,"23,4"
"1086,3",2070,35,"31,0"
"73,4",2150,11,"6,7"
"763,2",2324,4,"190,8"
"1624,2",2195,4,"406,1"
"740,2",2090,23,"32,2"
"22,9",2327,4,"5,7"
"188,0",2309,4,"47,0"
"4341,2",2160,250,"17,4"
"132,9",2169,7,"19,0"
"34,3",2295,5,"6,9"
"675,5",2200,14,"48,3"
"6912,9",2181,80,"86,4"
"0,3",2306,2,"0,1"
"0,0",2290,0,#DIV/0!
"0,0",2237,2,"0,0"
"5345,2",2097,83,"64,4"
"9,2",2028,4,"2,3"
"47,7",2164,4,"11,9"
"1213,4",2274,42,"28,9"
"52,1",2155,5,"10,4"
"3855,3",2046,52,"74,1"
"193,0",2117,5,"38,6"
"0,0",2207,0,#DIV/0!
"190,0",2143,5,"38,0"
"15224,1",2139,400,"38,1"
"157,9",2277,22,"7,2"
"427,3",2220,22,"19,4"
"60,8",2267,2,"30,4"
"2984,1",2080,65,"45,9"
"3664,9",2271,60,"61,1"
"196,2",2320,4,"49,0"
"543,5",2074,12,"45,3"
"790,7",2264,20,"39,5"
"0,1",2188,2,"0,0"
"0,0",2252,0,#DIV/0!
"1014,8",2064,60,"16,9"
"2879,6",2162,62,"46,4"
"1228,5",2040,4,"307,1"
"14,5",2325,4,"3,6"
"1706,6",2093,16,"106,7"
"503,8",2259,9,"56,0"
"0,1",2017,2,"0,1"
"6535,8",2118,42,"155,6"
"2141,7",2202,68,"31,5"
"3389,4",2194,11,"308,1"
"0,0",2231,2,"0,0"
"0,0",2215,0,#DIV/0!
"0,0",2293,2,"0,0"
"40,2",2076,6,"6,7"
"16180,1",2153,268,"60,4"
"150,1",2241,2,"75,1"
"0,0",2256,0,#DIV/0!
"135,3",2266,2,"67,6"
"0,0",2247,0,#DIV/0!
"50,5",2298,4,"12,6"
