Name,Group,Grade Name,Score,Handbook Link,Subscores,Parent Score,Attributes,JSG Grading Status
General WG Score,HR,GENERAL_WG_SCORE,0.666,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,"WG Period Plan (Council%2015/Council%20Period%2015/WG%20Period%20Plan%2073e3c1c418d34609b6a574e796edd3ec.md), WG Summary (Council%2015/Council%20Period%2015/WG%20Summary%20f159f567eac54ec59e74cf89f86731dc.md), WG Opportunities (Council%2015/Council%20Period%2015/WG%20Opportunities%20232d6ba394c1460cac9e4a1e7db7ebf0.md), Opening Score (Council%2015/Council%20Period%2015/Opening%20Score%204244288b976e4357ae789ee82bd3e470.md), Bounty Score (Council%2015/Council%20Period%2015/Bounty%20Score%20056fc046914b46719841702b5d79fb03.md)",HR Score (Council%2015/Council%20Period%2015/HR%20Score%20ee1623e1028742208dca69a4a7f71cd7.md),"Composite Grade, General WG Score",Completed
General WG Score,Forum,GENERAL_WG_SCORE,0.8,,"WG Period Plan (Council%2015/Council%20Period%2015/WG%20Period%20Plan%205a9d2ad38356455eb367acda1e3600f5.md), WG Summary (Council%2015/Council%20Period%2015/WG%20Summary%20bd54eb373a5d4433a8041572d7351773.md), WG Opportunities (Council%2015/Council%20Period%2015/WG%20Opportunities%20df3d60e5e0374a38920ce5f8072fab82.md), Opening Score (Council%2015/Council%20Period%2015/Opening%20Score%20f39f2745545542548b9c52a60a69717a.md), Bounty Score (Council%2015/Council%20Period%2015/Bounty%20Score%20a2283079dabb4c3bb0002aff294e3d6b.md), WG Opportunities (Council%2015/Council%20Period%2015/WG%20Opportunities%20b3c4ee0f30f7419489c909a2b7626c86.md), Bounty Score (Council%2015/Council%20Period%2015/Bounty%20Score%205e54a2471cc9475ca01b83c95252bf3d.md), Opening Score (Council%2015/Council%20Period%2015/Opening%20Score%202613a2133a2e4b7692ab149de344b2f2.md)",Forum Score (Council%2015/Council%20Period%2015/Forum%20Score%20917d5235fbe94271bf334bd27df7262e.md),"Composite Grade, General WG Score",Completed
General WG Score,Builders,GENERAL_WG_SCORE,0.9,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#general_wg_score,"WG Period Plan (Council%2015/Council%20Period%2015/WG%20Period%20Plan%20b2859334866f49b4b6a36c73c19fd3c0.md), WG Summary (Council%2015/Council%20Period%2015/WG%20Summary%20ed8e61823ccb4556bab306382c9edccd.md), WG Opportunities (Council%2015/Council%20Period%2015/WG%20Opportunities%20b990749010aa4fa8878173b98c9fbc21.md), Opening Score (Council%2015/Council%20Period%2015/Opening%20Score%203c7c2c89bb5541e196f7fde860e7032f.md), Bounty Score (Council%2015/Council%20Period%2015/Bounty%20Score%204621bf4a303048379649683f39feacdf.md)",Builder Score (Council%2015/Council%20Period%2015/Builder%20Score%20aebe8f9e28764203a96bb8a568d786f5.md),"Composite Grade, General WG Score, Subscore",Completed
General WG Score,Content,GENERAL_WG_SCORE,0.735,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,"WG Opportunities (Council%2015/Council%20Period%2015/WG%20Opportunities%20b7bddb681cff48e5b0c7fdcf08ca1ef9.md), WG Summary (Council%2015/Council%20Period%2015/WG%20Summary%208064f64653cc48aeb22bbb71b8f4153b.md), WG Period Plan (Council%2015/Council%20Period%2015/WG%20Period%20Plan%202195ca4aedd94e8b829aaf3bf54d1f8b.md), Opening Score (Council%2015/Council%20Period%2015/Opening%20Score%20955e033b55ad47269c8e12f1188f1f8f.md), Bounty Score (Council%2015/Council%20Period%2015/Bounty%20Score%20d7849d940bd141c8b8c93c1b01b6957f.md)",Content Score (Council%2015/Council%20Period%2015/Content%20Score%202b8e279f4ef94e1aa9c4a60f3c903191.md),"Composite Grade, General WG Score",Completed
General WG Score,Storage,GENERAL_WG_SCORE,0.7,,"WG Summary (Council%2015/Council%20Period%2015/WG%20Summary%20e85816327f134854aa83ebd43af095cf.md), WG Period Plan (Council%2015/Council%20Period%2015/WG%20Period%20Plan%2018aa4e5fce0c4e4b8bcaf34da1f8103a.md), WG Opportunities (Council%2015/Council%20Period%2015/WG%20Opportunities%20b990749010aa4fa8878173b98c9fbc21.md), Opening Score (Council%2015/Council%20Period%2015/Opening%20Score%20f12bda4570274101ae2215ec19606524.md), Bounty Score (Council%2015/Council%20Period%2015/Bounty%20Score%20f2c08759002d42979617e274d8fe31e6.md)",Storage Score (Council%2015/Council%20Period%2015/Storage%20Score%20760ea13e9ae54d969779016f0bdb811b.md),"Composite Grade, General WG Score",Completed
WG Period Plan,Content,PLAN_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20ef200c40829449628f014f7d2b5dff74.md),"Document, Forum Post, General WG Score, Plan, Proposal",Completed
WG Period Plan,Distributors,PLAN_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%206b3c5fae2ac0411782d52f7e8d32682a.md),"Document, Forum Post, General WG Score, Grade, Proposal",Completed
WG Period Plan,HR,PLAN_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20320634e5f5a048668af5d0d675507e40.md),"Document, Forum Post, General WG Score, Plan, Proposal",Completed
WG Period Plan,Forum,PLAN_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20327cabeca9dd452ca395dd43965aedac.md),"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",Completed
WG Period Plan,Storage,PLAN_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%205e6e69ef2f6a4ed2936b7191139065fb.md),"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",Completed
WG Period Plan,Marketing,PLAN_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20581584cd10e945ebaebd068a1c79df31.md),"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",Completed
Council Period Plan,Council,PLAN_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring#council-period-plan,,Network Performance Score (Council%2015/Council%20Period%2015/Network%20Performance%20Score%2065a72b4d8614419d98487f7ad30e8b17.md),"Document, Forum Post, Grade, Master Score, Proposal",Completed
WG Period Plan,Builders,PLAN_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%204a85dd59ca73468aa54f3b0820d3f7ad.md),"Document, Forum Post, General WG Score, Grade, Plan, Proposal, Subscore",Completed
WG Summary,Storage,SUMMARY_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%205e6e69ef2f6a4ed2936b7191139065fb.md),"Document, Forum Post, General WG Score, Grade, Subscore",Completed
WG Summary,Forum,SUMMARY_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20327cabeca9dd452ca395dd43965aedac.md),"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",Completed
WG Summary,Distributors,SUMMARY_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%206b3c5fae2ac0411782d52f7e8d32682a.md),"Document, Forum Post, General WG Score, Grade, Subscore, Summary",Completed
WG Summary,Content,SUMMARY_SCORE,0.8,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20ef200c40829449628f014f7d2b5dff74.md),"Document, Forum Post, General WG Score, Grade, Subscore, Summary",Completed
WG Summary,Marketing,SUMMARY_SCORE,0.8,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20581584cd10e945ebaebd068a1c79df31.md),"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",Completed
WG Summary,Builders,SUMMARY_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%204a85dd59ca73468aa54f3b0820d3f7ad.md),"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",Completed
Council Period Summary,Council,SUMMARY_SCORE,1,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#council-period-summary,,Network Performance Score (Council%2015/Council%20Period%2015/Network%20Performance%20Score%2065a72b4d8614419d98487f7ad30e8b17.md),"Document, Forum Post, Grade, Master Score, Proposal",Completed
WG Summary,HR,SUMMARY_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20320634e5f5a048668af5d0d675507e40.md),"Document, Forum Post, General WG Score, Grade, Proposal, Summary",Completed
Lead Opportunities,Council,LEAD_OPPORTUNITIES_SCORE,0.333,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring#lead-opportunities,,Network Performance Score (Council%2015/Council%20Period%2015/Network%20Performance%20Score%2065a72b4d8614419d98487f7ad30e8b17.md),"Grade, Master Score",Completed
WG Opportunities,Storage,WORKER_OPPORTUNITIES_SCORE,0.5,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,,"General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%205e6e69ef2f6a4ed2936b7191139065fb.md), General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%204a85dd59ca73468aa54f3b0820d3f7ad.md)","General WG Score, Grade, Spot Check, Subscore",Completed
WG Opportunities,Content,WORKER_OPPORTUNITIES_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20ef200c40829449628f014f7d2b5dff74.md),"General WG Score, Grade, Spot Check, Subscore",Completed
WG Opportunities,Builders,WORKER_OPPORTUNITIES_SCORE,0.5,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,,,"General WG Score, Grade, Spot Check, Subscore",Completed
WG Opportunities,Distributors,WORKER_OPPORTUNITIES_SCORE,0.25,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%206b3c5fae2ac0411782d52f7e8d32682a.md),"General WG Score, Grade, Spot Check, Subscore",Completed
WG Opportunities,Forum,WORKER_OPPORTUNITIES_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,,"General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20327cabeca9dd452ca395dd43965aedac.md), General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20581584cd10e945ebaebd068a1c79df31.md)","Document, Forum Post, General WG Score, Grade",Completed
WG Opportunities,Marketing,WORKER_OPPORTUNITIES_SCORE,0.5,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,,"General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20327cabeca9dd452ca395dd43965aedac.md), General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20581584cd10e945ebaebd068a1c79df31.md)","Document, Forum Post, General WG Score, Grade",Completed
WG Opportunities,HR,WORKER_OPPORTUNITIES_SCORE,0.333,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20320634e5f5a048668af5d0d675507e40.md),"General WG Score, Grade, Spot Check, Subscore",Completed
Forum Report,Forum,REPORT_SCORE,0.8,,,Forum Score (Council%2015/Council%20Period%2015/Forum%20Score%20917d5235fbe94271bf334bd27df7262e.md),"Document, Forum Post, Grade, Group Specific Scores, Subscore",Completed
Builders Report,Builders,REPORT_SCORE,0.9,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score,,Builder Score (Council%2015/Council%20Period%2015/Builder%20Score%20aebe8f9e28764203a96bb8a568d786f5.md),"Document, Forum Post, Grade, Group Specific Scores, Subscore",Data input - grading req
