"Objects size, MB",Bag ID,ObjectNumber,"Objects size, average, MB"
"0,5",2593,4,"0,1"
"6,1",2297,3,"2,0"
"7,3",2515,4,"1,8"
"10,5",2361,4,"2,6"
"58,3",2458,6,"9,7"
"740,2",2090,23,"32,2"
"0,0",2293,2,"0,0"
"9,8",2510,4,"2,5"
"804,0",2254,42,"19,1"
"0,0",2238,1,"0,0"
"4,8",2567,4,"1,2"
"4,9",2423,4,"1,2"
"17,7",2520,4,"4,4"
"0,0",2242,2,"0,0"
"22,0",2582,4,"5,5"
"0,9",2417,4,"0,2"
"16180,1",2153,268,"60,4"
"4,3",2595,4,"1,1"
"7,3",2421,4,"1,8"
"2,9",2403,4,"0,7"
"3,5",2377,4,"0,9"
"242,7",2273,8,"30,3"
"10,6",2487,8,"1,3"
"2,0",2371,4,"0,5"
"1,9",2032,4,"0,5"
"8,3",2418,4,"2,1"
"2,0",2424,4,"0,5"
"3,0",2381,4,"0,8"
"10,1",2528,4,"2,5"
"4714,5",2189,80,"58,9"
"39,7",2243,7,"5,7"
"17,4",2539,4,"4,4"
"16,8",2461,4,"4,2"
"1105,3",2044,74,"14,9"
"0,0",2165,1,"0,0"
"7,1",2481,8,"0,9"
"39,7",2338,6,"6,6"
"2211,2",2036,26,"85,0"
"1204,1",2315,4,"301,0"
"1973,5",2055,6,"328,9"
"5,7",2391,4,"1,4"
"3031,5",2173,6,"505,2"
"34,3",2295,5,"6,9"
"0,0",2365,1,"0,0"
"26,5",2255,4,"6,6"
"1721,5",2197,6,"286,9"
"8,8",2350,4,"2,2"
"15402,4",2047,234,"65,8"
"1,9",2484,6,"0,3"
"506,6",2185,7,"72,4"
"801,1",2196,10,"80,1"
"79,4",2265,12,"6,6"
"4,3",2431,4,"1,1"
"0,0",2214,0,#DIV/0!
"230,5",2038,6,"38,4"
"352,1",2342,4,"88,0"
"0,8",2355,4,"0,2"
"295,7",2507,6,"49,3"
"5019,8",2163,16,"313,7"
"14,8",2296,2,"7,4"
"8,3",2512,4,"2,1"
"11863,9",2206,168,"70,6"
"0,1",2285,2,"0,0"
"8,5",2437,4,"2,1"
"0,9",2530,4,"0,2"
"14,1",2422,4,"3,5"
"0,0",2205,0,#DIV/0!
"0,1",2008,2,"0,1"
"2,5",2467,8,"0,3"
"26,7",2490,4,"6,7"
"7,0",2213,3,"2,3"
"4341,2",2160,250,"17,4"
"9,2",2385,4,"2,3"
"0,0",2291,1,"0,0"
"0,0",2326,0,#DIV/0!
"0,0",2215,0,#DIV/0!
"199,8",2198,12,"16,6"
"3118,6",2298,8,"389,8"
"4587,8",2084,92,"49,9"
"27,5",2384,4,"6,9"
"0,0",2184,1,"0,0"
"2,6",2429,4,"0,7"
"0,0",2004,2,"0,0"
"14,9",2453,6,"2,5"
"0,1",2007,2,"0,0"
"503,8",2259,9,"56,0"
"0,1",2232,3,"0,0"
"44,5",2106,5,"8,9"
"8865,4",2062,164,"54,1"
"11,4",2400,4,"2,8"
"157,9",2277,22,"7,2"
"0,0",2344,2,"0,0"
"1660,7",2116,9,"184,5"
"0,0",2261,2,"0,0"
"15,9",2568,4,"4,0"
"2,0",2500,6,"0,3"
"2,3",2367,4,"0,6"
"1423,7",2054,16,"89,0"
"5,2",2569,4,"1,3"
"87,6",2052,4,"21,9"
"3,8",2345,6,"0,6"
"0,2",2190,2,"0,1"
"977,8",2113,11,"88,9"
"7,4",2552,4,"1,9"
"4710,3",2269,60,"78,5"
"1218,1",2318,20,"60,9"
"9,9",2470,4,"2,5"
"7,4",2370,4,"1,9"
"0,0",2204,0,#DIV/0!
"20,0",2547,4,"5,0"
"154,8",2221,6,"25,8"
"0,0",2002,2,"0,0"
"1706,6",2093,16,"106,7"
"19,1",2516,4,"4,8"
"6,3",2463,6,"1,1"
"66,1",2244,10,"6,6"
"2,6",2182,6,"0,4"
"7,6",2457,4,"1,9"
"675,5",2200,14,"48,3"
"162,3",2041,4,"40,6"
"0,1",2009,2,"0,0"
"25,5",2311,6,"4,2"
"2510,4",2058,36,"69,7"
"327,6",2053,22,"14,9"
"474,0",2323,12,"39,5"
"2,8",2368,4,"0,7"
"11,8",2491,4,"2,9"
"6944,4",2186,54,"128,6"
"9488,3",2136,222,"42,7"
"234,6",2257,20,"11,7"
"0,0",2566,2,"0,0"
"26,8",2402,4,"6,7"
"5,8",2440,4,"1,4"
"0,0",2305,2,"0,0"
"6,5",2399,4,"1,6"
"40,1",2308,8,"5,0"
"8,2",2541,4,"2,0"
"297,6",2283,4,"74,4"
"9654,5",2137,106,"91,1"
"28,0",2577,4,"7,0"
"52,1",2155,5,"10,4"
"10,7",2407,4,"2,7"
"0,1",2307,2,"0,0"
"0,0",2349,2,"0,0"
"40,2",2076,6,"6,7"
"10,0",2397,4,"2,5"
"73,4",2150,11,"6,7"
"1,6",2597,4,"0,4"
"2,7",2405,4,"0,7"
"135,3",2266,2,"67,6"
"4743,8",2154,198,"24,0"
"13,2",2534,6,"2,2"
"8,8",2438,4,"2,2"
"730,4",2023,8,"91,3"
"5404,2",2029,26,"207,9"
"1499,2",2146,14,"107,1"
"7,3",2571,4,"1,8"
"8789,3",2035,30,"293,0"
"4,7",2383,4,"1,2"
"13,9",2511,4,"3,5"
"189,6",2294,3,"63,2"
"3,2",2523,6,"0,5"
"0,0",2211,1,"0,0"
"0,0",2178,0,#DIV/0!
"3879,4",2171,42,"92,4"
"13,5",2519,4,"3,4"
"498,6",2135,8,"62,3"
"337,1",2056,14,"24,1"
"169,4",2227,28,"6,1"
"20,1",2527,6,"3,4"
"15376,8",2001,134,"114,8"
"22,9",2327,4,"5,7"
"23,3",2471,6,"3,9"
"831,8",2203,124,"6,7"
"16,5",2390,4,"4,1"
"45,8",2479,4,"11,4"
"1014,8",2064,60,"16,9"
"19,8",2455,4,"5,0"
"27,0",2025,8,"3,4"
"0,1",2014,2,"0,1"
"3257,3",2324,16,"203,6"
"208,4",2057,22,"9,5"
"3,1",2373,6,"0,5"
"762,4",2128,48,"15,9"
"7710,9",2098,128,"60,2"
"79,4",2330,4,"19,9"
"10,0",2251,2,"5,0"
"6,7",2591,4,"1,7"
"6,8",2376,4,"1,7"
"40,4",2226,8,"5,1"
"677,0",2022,53,"12,8"
"11,0",2504,10,"1,1"
"9,7",2445,4,"2,4"
"0,1",2443,2,"0,0"
"6,5",2401,4,"1,6"
"9516,6",2065,14,"679,8"
"0,0",2290,0,#DIV/0!
"5345,2",2097,83,"64,4"
"6,3",2598,4,"1,6"
"0,0",2270,0,#DIV/0!
"12,7",2392,4,"3,2"
"0,1",2340,2,"0,0"
"1086,3",2070,35,"31,0"
"10,2",2551,4,"2,6"
"24,1",2557,8,"3,0"
"2,3",2393,4,"0,6"
"192,1",2313,8,"24,0"
"11,3",2409,4,"2,8"
"5,2",2477,6,"0,9"
"6,5",2478,8,"0,8"
"6507,4",2142,124,"52,5"
"3,8",2592,4,"0,9"
"162,1",2316,3,"54,0"
"28,2",2573,4,"7,0"
"1138,0",2263,20,"56,9"
"14,4",2420,4,"3,6"
"5469,0",2156,18,"303,8"
"265,5",2343,14,"19,0"
"2,3",2580,4,"0,6"
"17,5",2452,6,"2,9"
"8,1",2605,4,"2,0"
"1,8",2556,4,"0,5"
"3,5",2436,4,"0,9"
"3,2",2513,4,"0,8"
"400,8",2172,23,"17,4"
"52,9",2193,9,"5,9"
"2510,1",2020,144,"17,4"
"1277,3",2073,12,"106,4"
"6,0",2493,4,"1,5"
"291,0",2230,44,"6,6"
"7,8",2432,4,"2,0"
"1,3",2404,4,"0,3"
"30,5",2579,4,"7,6"
"0,2",2012,2,"0,1"
"0,1",2013,2,"0,0"
"15,4",2451,4,"3,9"
"53,6",2223,10,"5,4"
"15,5",2459,4,"3,9"
"84,3",2240,4,"21,1"
"1213,4",2274,42,"28,9"
"0,0",2288,0,#DIV/0!
"21,7",2352,8,"2,7"
"2058,6",2031,66,"31,2"
"207,3",2120,6,"34,5"
"3664,9",2271,60,"61,1"
"3,2",2441,2,"1,6"
"39,7",2335,6,"6,6"
