Name,Group,Grade Name,Score,Handbook Link,Subscores,Parent Score,Attributes,JSG Grading Status
Network Performance Score,Network,NETWORK_PERFORMANCE_SCORE,0.696,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#overview,"Builder Score (Council%2014/Council%20Period%2014/Builder%20Score%20c1eafcf2fc9f42cca5e58adf7e3b9e74.md), Content Score (Council%2014/Council%20Period%2014/Content%20Score%20ecb76ee6e13f461982cdf4376faa8538.md), Distributor Score (Council%2014/Council%20Period%2014/Distributor%20Score%203595be4e6ffe4de9804f879833c8d042.md), Storage Score (Council%2014/Council%20Period%2014/Storage%20Score%204f84f1a040364e4db50ac40f3efd0970.md), HR Score (Council%2014/Council%20Period%2014/HR%20Score%20c4b3592be221456eb689b365eb8148c6.md), Council Period Summary (Council%2014/Council%20Period%2014/Council%20Period%20Summary%204197480eedc64c76a65a8464e7aa2caf.md), Council Period Plan (Council%2014/Council%20Period%2014/Council%20Period%20Plan%207a898655d15e4274b04083eef0a234ca.md), Lead Opportunities (Council%2014/Council%20Period%2014/Lead%20Opportunities%20f3e460f1baf9415998ed35dbf2b3b699.md), Meeting score (Council%2014/Council%20Period%2014/Meeting%20score%20c8b38af761d2453084f728a9a80151fc.md)",,"Composite Grade, Master Score, Overall Grade",Completed
Forum Score,Forum,FORUM_SCORE,0.851,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#score,"Forum Report (Council%2014/Council%20Period%2014/Forum%20Report%20ed634d9299564693b5d122f8e578b955.md), General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%202cceafc2d69c4d789c0ed4231d0a4277.md), Moderation Score (Council%2014/Council%20Period%2014/Moderation%20Score%20a508e68db9444ff6bbc3ace95f4b0990.md), General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%209a7b0297cb60406c8895515e96446f70.md)",,"Composite Grade, Master Score",Completed
Builder Score,Builders,BUILDER_SCORE,0.562,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#score,"General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%2017c797abc76348cfa67438bab3fd75b0.md), Builders Report (Council%2014/Council%20Period%2014/Builders%20Report%20e487ee4034b343f1912737a1f74fac06.md), Testing (Council%2014/Council%20Period%2014/Testing%20f2b57ca1c8094518851fb93606080b41.md), Pioneer Development (Council%2014/Council%20Period%2014/Pioneer%20Development%2051fb4dbc332244339fb3cf63ef0dd9a5.md), General Development (Council%2014/Council%20Period%2014/General%20Development%2009a9be3384074599b90a4d46d4cf9f93.md)",Network Performance Score (Council%2014/Council%20Period%2014/Network%20Performance%20Score%20b25c7f65c8e549938136f6ed0fe0b4bd.md),"Composite Grade, Master Score",Completed
Distributor Score,Distributors,DISTRIBUTOR_SCORE,0.4,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/distributors-score.md#score,"System (Council%2014/Council%20Period%2014/System%20f5b3ccbf700b4abda90e67a0d9d62e75.md), General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%20b50cc6380c984136b3e49b7188bace41.md), Distributors Report (Council%2014/Council%20Period%2014/Distributors%20Report%2048716815b3d64dba96958ef3a30d252c.md)",Network Performance Score (Council%2014/Council%20Period%2014/Network%20Performance%20Score%20b25c7f65c8e549938136f6ed0fe0b4bd.md),"Composite Grade, Master Score",Completed
Content Score,Content,CONTENT_SCORE,0.551,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#score,"General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%201c893d3be6a848eb80c76a0180f97bb5.md), Content Report (Council%2014/Council%20Period%2014/Content%20Report%208cb0b132a1fb431f9664399329af2706.md), Featuring Score (Council%2014/Council%20Period%2014/Featuring%20Score%20b8567705944b4d20a2001ab02880a18b.md), Moderation Score (Council%2014/Council%20Period%2014/Moderation%20Score%2011afca25c14242139c420fd1629fead4.md), Logging does not occur (Council%2014/Council%20Period%2014/Logging%20does%20not%20occur%20d28dc6e29d8a45b78785deedd6bec16c.md), Featured Content Unplayable (Council%2014/Council%20Period%2014/Featured%20Content%20Unplayable%200909dd5d05f943d8b57fc8e984a5b921.md), Failure to apply moderation rules (Council%2014/Council%20Period%2014/Failure%20to%20apply%20moderation%20rules%20c5e9d145dc694527a8cbfd3e3bb08120.md), Curation Testing Score (Council%2014/Council%20Period%2014/Curation%20Testing%20Score%20acab37326ec64c06a46bb2923a2b2378.md)",Network Performance Score (Council%2014/Council%20Period%2014/Network%20Performance%20Score%20b25c7f65c8e549938136f6ed0fe0b4bd.md),"Composite Grade, Master Score",Completed
HR Score,HR,HR_SCORE,0.837,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/human-resources-score.md#score,"General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%2074cdbc54336a4ee2a09f401c359b0651.md), HR Report (Council%2014/Council%20Period%2014/HR%20Report%205cbf72ab689e43c38148f635a43e4874.md), Response Time (Council%2014/Council%20Period%2014/Response%20Time%20ea34fad2673f4162be8cb584676991ca.md), Person Logging Score (Council%2014/Council%20Period%2014/Person%20Logging%20Score%201059a899312643c5a537d2b189058fb5.md), Interaction Logging Score (Council%2014/Council%20Period%2014/Interaction%20Logging%20Score%20a5e562834e464e2ab4d2ba045e4bc9ae.md), Bounty Management Score (Council%2014/Council%20Period%2014/Bounty%20Management%20Score%207e4e7cd943fd492d8f25814fbd7c4731.md)",Network Performance Score (Council%2014/Council%20Period%2014/Network%20Performance%20Score%20b25c7f65c8e549938136f6ed0fe0b4bd.md),"Composite Grade, Master Score",Completed
Marketing Score,Marketing,MARKETER_SCORE,0.89,,,,Master Score,Completed
Storage Score,Storage,STORAGE_SCORE,0.771,,"Uploads (Council%2014/Council%20Period%2014/Uploads%208d867199cfa347a5b81be9ea01ca4191.md), General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%20070af36744144f8e90cc0777f07b7a95.md), System (Council%2014/Council%20Period%2014/System%204e39c8b649654309b1d888f74fe634d7.md), Storage Report (Council%2014/Council%20Period%2014/Storage%20Report%20c94d1af193234801bca09f9732bc568b.md), Logging (Council%2014/Council%20Period%2014/Logging%20a9b51f36dd2c4a9c972a579c6ff57149.md)",Network Performance Score (Council%2014/Council%20Period%2014/Network%20Performance%20Score%20b25c7f65c8e549938136f6ed0fe0b4bd.md),"Composite Grade, Master Score",Completed
General WG Score,Builders,GENERAL_WG_SCORE,0.48,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#general_wg_score,"WG Period Plan (Council%2014/Council%20Period%2014/WG%20Period%20Plan%205d0243361f2e49b1bcd7d17323205e3a.md), WG Summary (Council%2014/Council%20Period%2014/WG%20Summary%2045956281de4644f6a86389e1e4f584ae.md), WG Opportunities (Council%2014/Council%20Period%2014/WG%20Opportunities%20a794784fc9a54e72bb9bf2a48da9f22a.md), Opening Score (Council%2014/Council%20Period%2014/Opening%20Score%20897279eeda37480bb6237416ca0f420b.md), Bounty Score (Council%2014/Council%20Period%2014/Bounty%20Score%20eafa9dc46a454b0192f05b68250cda69.md)",Builder Score (Council%2014/Council%20Period%2014/Builder%20Score%20c1eafcf2fc9f42cca5e58adf7e3b9e74.md),"Composite Grade, General WG Score, Subscore",Completed
General WG Score,Content,GENERAL_WG_SCORE,0.82,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,"WG Opportunities (Council%2014/Council%20Period%2014/WG%20Opportunities%2095a56a9dc66549a79e70019642f1c081.md), WG Summary (Council%2014/Council%20Period%2014/WG%20Summary%208f3c2f600bdd470fa44176d57c5d1900.md), WG Period Plan (Council%2014/Council%20Period%2014/WG%20Period%20Plan%20f1bbaad00d2b44d8b2eff3076e0d17f9.md), Opening Score (Council%2014/Council%20Period%2014/Opening%20Score%205250d8dfeef940d1bd44289904e1f248.md), Bounty Score (Council%2014/Council%20Period%2014/Bounty%20Score%208037439c2d1640d6891399b220d98b71.md)",Content Score (Council%2014/Council%20Period%2014/Content%20Score%20ecb76ee6e13f461982cdf4376faa8538.md),"Composite Grade, General WG Score",Completed
