Title,average_size bytes,id,objects_num,total_size bytes
,11138281,2212,6,66829686
,613479,2496,4,2453919
,1068906,2431,4,4275625
,466972,2446,4,1867888
,1143646,2486,4,4574587
,64399836,2097,83,5345186456
,17899298,2609,12,214791581
,1079105,2595,4,4316420
,424893584,2289,36,15296169057
,1488842,2493,4,5955370
,207853745,2029,26,5404197389
,87129292,2619,2,174258584
,80073679,2072,304,24342398570
,6613135,2255,4,26452540
,21357,2002,2,42714
,213143,2417,4,852573
,29538458,2665,8,236307669
,1095978,2504,10,10959784
,25907,2272,2,51814
,7790,2631,2,15580
,108825617,2059,37,4026547844
,1262878,2427,4,5051515
,658214,2429,4,2632857
,23363623,2258,12,280363479
,8206,2365,1,8206
,74402320,2283,4,297609282
,144954506,2301,2,289909013
,7628804,2579,4,30515216
,22906131,2313,12,274873577
,38001930,2143,5,190009652
,2450986,2673,4,9803947
,1836078,2571,4,7344315
,1441807,2440,4,5767230
,2165159,2482,8,17321273
,30404975,2267,2,60809951
,6012206,2640,12,72146478
,78505262,2269,60,4710315731
,1420308,2524,4,5681235
,126275154,2131,8,1010201239
,539559,2523,6,3237356
,63726335,2083,48,3058864111
,102905136,2133,8,823241095
,56899940,2263,20,1137998812
,564779,2580,4,2259116
,5919968,2522,6,35519810
,58347539,2159,302,17620956900
,31741494,2200,30,952244820
,88978922,2054,16,1423662758
,14935899,2044,74,1105256531
,16913153,2064,60,1014789234
,9472174,2057,22,208387839
,3886703,2459,4,15546812
,215038028,2000,12,2580456339
,6993344,2577,4,27973376
,2948782,2491,4,11795128
,2827668,2124,8,22621345
,871170,2456,4,3484681
,53446994,2177,14,748257921
,6613101,2337,6,39678606
,187717,2382,4,750868
,505248125,2173,6,3031488750
,18982985,2169,7,132880897
,2100885,2494,4,8403541
,18831,2566,2,37662
,303831620,2156,18,5468969175
,3941373,2563,6,23648240
,121744,2593,4,486978
,341322,2439,4,1365289
,2153979,2544,4,8615919
,1253606,2660,10,12536060
,16247,2237,2,32494
,234368861,2069,9,2109319755
,2998644,2670,6,17991868
,15428095,2213,7,107996665
,127868,2483,8,1022945
,1578553,2441,2,3157106
,1133600,2545,4,4534403
,19031,2262,2,38062
,301027504,2315,4,1204110016
,533540887,2298,38,20274553727
,274574719,2234,6,1647448314
,309634,2467,8,2477073
,5006203,2663,4,20024812
,2479998,2470,4,9919995
,485563106,2094,44,21364776673
,5050382,2226,8,40403061
,1625029,2399,4,6500116
,4162117,2550,4,16648468
,1905758,2457,4,7623034
,28890610,2274,42,1213405645
,639800,2345,6,3838804
,29238,2676,2,58476
,1405832,2357,4,5623328
,689416,2368,4,2757664
,1255346,2363,4,5021385
,425919,2182,6,2555517
,9721370,2458,6,58328220
,46445271,2162,62,2879606854
,27595763,2030,4,110383055
,6613135,2228,2,13226270
,6613101,2334,6,39678606
,10299252,2448,4,41197011
,2741612,2276,2,5483224
,6317196,2224,22,138978322
,4445,2622,2,8890
,1222842,2525,4,4891369
,3163563,2474,4,12654252
,57332450,2166,4,229329802
,10868076,2570,4,43472304
,29062379,2123,6,174374276
,16561053,2026,68,1126151665
,115646072,2108,43,4972781098
,757428,2381,4,3029712
,5274689,2378,4,21098756
,75022,2651,1,75022
,854282,2642,6,5125692
,3621483,2473,4,14485935
,113322755,2318,44,4986201263
,69787421,2046,56,3908095599
,2980726,2509,16,47691620
,1575119,2585,4,6300478
,575625,2464,4,2302501
,614971,2380,4,2459887
,228066679,2219,4,912266718
,42418188,2140,38,1611891145
,223071,2292,3,669213
,1427565,2391,4,5710260
,58010255,2158,274,15894809877
,2194649,2350,4,8778599
,3356558,2527,6,20139350
,311503,2476,4,1246012
,2919757,2452,6,17518542
,197960,2558,4,791840
,67087343,2104,112,7513782443
,949128,2592,4,3796513
,2082897,2418,4,8331588
,8894531,2106,5,44472658
,12906469,2624,8,103251758
,45676886,2095,84,3836858496
,6678745,2490,4,26714983
,30834485,2091,48,1480055289
,6733713,2641,6,40402281
,915582,2572,4,3662331
,65822092,2047,234,15402369566
,7147,2304,2,14294
,2727251,2387,3,8181754
,76472872,2102,50,3823643636
,30332471,2273,8,242659771
,6472529,2503,8,51780232
,46346269,2045,933,43241069533
,2489605,2397,4,9958421
,2524291,2428,4,10097166
,34339082,2144,326,11194540770
,55637036,2152,168,9347022065
,217854,2331,2,435708
,106439494,2073,12,1277273931
,6202,2184,1,6202
,40070743,2087,244,9777261477
,4989216,2547,4,19956867
,285349380,2210,14,3994891321
,26196448,2248,20,523928979
,3173405,2392,4,12693621
,768354,2299,3,2305064
,425385,2575,4,1701540
,839869,2362,4,3359477
,21874195,2119,37,809345247
,4204801,2461,4,16819207
,41633233,2092,243,10116875645
,12500789,2472,4,50003156
,42740269,2136,222,9488339800
,2199414,2438,4,8797657
,390268870,2151,5,1951344352
,340068,2684,4,1360272
,16129470,2149,4,64517882
,15638276,2639,80,1251062107
,3277372,2395,4,13109488
,13893,2359,2,27786
,4358292,2539,4,17433171
,58897638,2656,8,471181110
,65315,2003,2,130630
,744680,2584,4,2978720
,6613101,2335,6,39678606
,46993469,2309,4,187973877
,4793570,2369,6,28761424
,102230985,2086,94,9609712610
,1950755,2432,4,7803021
,443383,2414,4,1773535
,2159618,2319,4,8638475
,91079832,2137,106,9654462279
,25287,2285,2,50574
,313149,2404,4,1252596
,1607943,2505,4,6431775
,123950517,2606,4,495802071
,233639,2588,4,934559
,8064297,2647,4,32257190
,6531536,2280,2,13063072
,7177875,2277,22,157913261
,21084094,2240,4,84336377
,16347639,2447,4,65390556
,39503642,2323,12,474043711
,49867481,2084,92,4587808293
,12773878,2022,53,677015569
,2984695,2625,8,23877564
,7719703,2499,6,46318218
,10428162,2155,5,52140811
,2074014,2512,4,8296059
,9875,2608,2,19750
,26702,2677,2,53404
,1167466,2497,6,7004796
,3002860,2322,4,12011440
,639467,2379,4,2557870
,6613135,2669,6,39678810
,1055206,2463,6,6331238
,2986828,2465,4,11947313
,685827,2554,8,5486618
,2556772,2551,4,10227088
,264399,2415,4,1057597
,4959178,2455,4,19836713
,2502866,2279,4,10011464
,24077486,2056,14,337084815
,36273656,2043,7,253915593
,60241365,2098,128,7710894729
,14888888,2053,22,327555542
,41704235,2260,4,166816943
,1815605,2421,4,7262420
,881488,2377,4,3525955
,1443032,2578,4,5772129
,200818992,2050,34,6827845752
,49282810,2507,6,295696862
,6134863,2553,12,73618366
,1626604,2401,4,6506417
,17050244,2085,26,443306368
,67750807,2103,54,3658543619
,2204699,2534,6,13228198
,68108,2180,2,136216
,27498,2340,2,54996
,411955,2597,4,1647820
,5220988,2489,14,73093832
,632241,2366,4,2528966
,88888639,2113,11,977775034
,6856303,2295,5,34281515
,1215067,2517,10,12150672
,865941021,2168,10,8659410214
,929842,2466,4,3719368
,20467235,2480,4,81868941
,3851195,2451,4,15404780
,3876876,2471,6,23261260
,13632373,2075,190,2590150872
,2252784,2475,6,13516706
,4985473,2251,2,9970946
,12733,2610,2,25466
,96871,2190,2,193742
,107083817,2146,14,1499173443
,54306489,2081,41,2226566085
,1049972,2462,4,4199888
,31916898,2051,54,1723512509
,16191,2284,2,32382
,17364730,2160,250,4341182707
,8840196,2652,52,459690215
,7227223,2416,4,28908892
,15915636,2141,40,636625460
,34546282,2120,6,207277696
,12186115,2630,4,48744462
,1322941,2542,4,5291764
,65934736,2121,15,989021053
,5017812,2308,8,40142500
,38060301,2139,400,15224120644
,59990829,2408,38,2279651523
,137334280,2157,32,4394696967
,108252016,2278,2,216504032
,95795856,2060,55,5268772092
,406050069,2195,4,1624200276
,2303703,2385,4,9214812
,52142743,2048,58,3024279149
,2114726,2449,4,8458904
,84178641,2171,68,5724147649
,38600793,2117,5,193003969
,17431043,2020,144,2510070296
,6613135,2244,10,66131350
,1005404,2430,4,4021617
,487859,2424,4,1951436
,63203104,2294,3,189609313
,3847252,2411,4,15389009
,58931870,2189,80,4714549623
,1439646,2442,4,5758586
,29466,2307,2,58932
,352901,2413,4,1411605
,32361,2637,2,64722
,11914119,2164,4,47656478
,81488236,2021,26,2118694145
,6613101,2336,6,39678606
,142571,2306,2,285142
,11665053,2514,4,46660215
,6917391,2621,4,27669564
,6695827,2076,6,40174966
,25598992,2145,94,2406305278
,129297600,2667,4,517190400
,122820236,2001,146,17931754547
,46382129,2134,6,278292777
,5717480,2327,4,22869920
,64392,2017,2,128784
,9435788,2351,4,37743155
,1199775,2567,4,4799103
,3980915,2302,6,23885495
,88024467,2342,4,352097870
,31190781,2031,66,2058591611
,17252867,2328,32,552091756
,5878306,2193,9,52904762
,29083695,2196,42,1221515199
,270217862,2612,2,540435724
,15312690,2538,4,61250761
,17427028,2172,23,400821659
,1144838,2388,4,4579353
,6944,2165,1,6944
,110205365,2217,14,1542875117
,2825856,2409,4,11303427
,8787,2358,2,17574
,8689287,2132,5,43446439
,38413082,2038,6,230478492
,91295362,2023,8,730362900
,1668890,2672,4,6675561
,2180480,2560,4,8721921
,1055255,2468,6,6331534
,37656,2006,2,75312
,2844592,2400,4,11378370
,55973262,2259,9,503759364
,39960,2009,2,79920
,3698086,2396,4,14792347
,278828038,2287,10,2788280385
,19224775,2590,4,76899100
,1956883,2024,6,11741301
,876911,2435,4,3507645
,9523670,2599,4,38094682
,6888930,2529,8,55111446
,866716,2477,6,5200298
,38811763,2183,7,271682346
,5159321,2583,4,20637284
,23958614,2154,198,4743805590
,23381111,2604,488,11409982433
,52478650,2142,124,6507352696
,17100789,2341,18,307814205
,1342833,2518,6,8056998
,1854197,2552,4,7416788
,6613135,2633,2,13226270
,62324207,2135,8,498593660
,21598330,2187,6,129589980
,81540655,2607,2,163081311
,3377415,2025,8,27019327
,490282,2537,4,1961131
,11443820,2479,4,45775280
,4758486,2042,112,532950540
,839767,2540,10,8397670
,6314986,2175,11,69464848
,1238465,2353,4,4953863
,40067,2007,2,80134
,33065,2015,2,66130
,4436696,2520,4,17746785
,214995,2425,4,859983
,390662,2460,4,1562651
,35676727,2199,174,6207750574
,285769,2346,4,1143076
,1326307,2487,8,10610457
,420285571,2246,4,1681142285
,26572,2019,2,53144
,18964607,2343,14,265504499
,507691,2371,4,2030764
,732230,2403,4,2928920
,536275597,2138,13,6971582762
,42908335,2655,6,257450010
,2198646,2450,4,8794586
,6613101,2338,6,39678606
,54057079,2062,164,8865361068
,8172,2211,1,8172
,20731,2261,2,41462
,273917,2501,4,1095670
,10492002,2105,10,104920020
,210117,2355,4,840471
,51680312,2049,98,5064670582
,19422238,2220,22,427289253
,2663166,2407,4,10652666
,2050036,2386,4,8200146
,184694192,2320,32,5910214164
,2625347,2361,4,10501391
,2829934,2526,6,16979606
,313736738,2163,16,5019787809
,1648681,2581,4,6594725
,8409708,2602,22,185013592
,2118357,2437,4,8473430
,6710295,2402,4,26841183
,247529,2629,2,495059
,2449834,2546,4,9799339
,179603181,2061,50,8980159082
,7172497,2643,4,28689988
,2257891,2531,4,9031565
,55361,2008,2,110722
,20114534,2129,13,261488947
,283299120,2130,6,1699794721
,2022542,2297,3,6067626
,85044940,2036,26,2211168465
,95717026,2077,87,8327381275
,91715,2012,2,183430
,3619447,2325,4,14477791
,450491639,2068,44,19821632143
,61081165,2271,60,3664869915
,21298543,2174,4,85194175
,380297070,2310,88,33466142170
,55780097,2127,354,19746154580
,468636,2032,4,1874544
,42019574,2198,76,3193487661
,25992,2444,2,51984
,26330930,2099,6,157985584
,309367,2484,6,1856202
,2520923,2469,6,15125542
,1309187,2569,4,5236751
,281701341,2115,10,2817013416
,6193166,2066,2,12386332
,1344953,2626,8,10759628
,330868619,2324,42,13896482018
,29942355,2079,180,5389623984
,106665349,2093,16,1706645586
,36191,2188,2,72382
,11732131,2257,20,234642635
,146130,2664,2,292260
,1942244,2488,4,7768976
,579289,2393,4,2317158
,94433184,2221,14,1322064583
,6348,2356,1,6348
,66047896,2033,9,594431064
,6613135,2230,44,290977940
,979425,2587,4,3917701
,4761694,2521,4,19046776
,19522261,2170,7,136655832
,286922480,2197,6,1721534883
,94062512,2109,48,4515000582
,3444871,2374,4,13779485
,98591887,2192,8,788735097
,7712,2291,1,7712
,4900989,2454,4,19603958
,2452690,2510,4,9810760
,1589294,2347,4,6357178
,1217894,2419,4,4871579
,9636,2657,2,19272
,32182649,2090,23,740200939
,884441,2481,8,7075532
,5050382,2222,8,40403061
,6613118,2265,12,79357416
,29615,2013,2,59230
,5362933,2223,10,53629331
,948247,2498,10,9482470
,246306,2559,4,985226
,28541656,2107,107,3053957233
,40303907,2125,86,3466136034
,6613135,2229,4,26452540
,2021177,2605,4,8084710
,927669,2495,4,3710679
,21904297,2052,4,87617190
,9505012,2675,4,38020048
,3596683,2420,4,14386733
,2419923,2445,4,9679694
,11061,2653,2,22122
,17756,2293,2,35512
,792920,2589,4,3171681
,19859682,2330,4,79438730
,7388536,2296,2,14777073
,1185311,2383,4,4741246
,14987,2004,2,29974
,210269,2596,4,841079
,292977116,2035,30,8789313506
,31356,2232,3,94068
,332030,2500,6,1992182
,57956,2218,2,115912
,141127600,2161,18,2540296800
,199627149,2659,7,1397390043
,403516,2434,4,1614064
,2709459,2352,8,21675672
,7234574,2282,22,159160635
,46035633,2067,4,184142533
,229363,2348,4,917454
,3011456,2557,8,24091649
,45290287,2074,12,543483445
,70618238,2206,168,11863864043
,14938230,2167,4,59752921
,6050358,2227,28,169410029
,2634605,2372,4,10538420
,237157,2530,4,948630
,87461198,2250,20,1749223967
,14540,2601,2,29080
,483162,2564,4,1932651
,8260620,2533,4,33042480
,1334655,2555,4,5338622
,6867150,2384,4,27468600
,814483,2478,8,6515868
,1607078,2394,4,6428313
,2432963,2389,4,9731853
,6883475,2114,4,27533903
,3668,2238,1,3668
,16016720,2492,16,256267524
,36251,2011,2,72502
,1854098,2370,4,7416395
,1213102,2423,4,4852409
,307130328,2040,4,1228521312
,52657186,2089,185,9741579444
,8202793,2236,82,672629036
,4809149,2586,4,19236596
,31036834,2070,35,1086289213
,679758628,2065,14,9516620800
,21766,2231,2,43532
,3038478,2662,6,18230870
,45388,2661,2,90776
,308130666,2194,11,3389437329
,78656,2018,2,157312
,32833378,2245,60,1970002683
,6707951,2203,124,831785954
,4682222,2034,17,79597776
,39889996,2088,130,5185699600
,871301,2436,4,3485207
,1677413,2591,4,6709655
,40579533,2041,4,162318133
,572496,2398,4,2289985
,2475031,2453,6,14850186
,413137536,2148,60,24788252201
,23078244,2150,19,438486650
,1307791,2549,4,5231164
,3386835,2519,4,13547341
,214677,2594,4,858708
,172821980,2644,5,864109903
,54046016,2316,3,162138050
,392535,2506,4,1570141
,60373405,2153,268,16180072595
,5671445,2243,7,39700116
,3318,2646,1,3318
,1820939,2515,4,7283759
,3972603,2568,4,15890413
,83204346,2037,40,3328173852
,11412955,2574,4,45651820
,2395407,2406,4,9581631
,4830527,2536,4,19322110
,3583729,2603,14,50172207
,6613101,2339,6,39678606
,7008955,2209,4,28035823
