Name,Group,Grade Name,Score,Handbook Link,Subscores,Parent Score,Attributes,JSG Grading Status
WG Summary,Marketing,SUMMARY_SCORE,,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,,General WG Score (Council%2023/Council%20Period%2017/General%20WG%20Score%2036972e434a2f4cac9557bf51024cac77.md),"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",Not Completed
Council Period Summary,Council,SUMMARY_SCORE,,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#council-period-summary,,Network Performance Score (Council%2023/Council%20Period%2017/Network%20Performance%20Score%20279437990b624aefb9a51c9d640c1a69.md),"Document, Forum Post, Grade, Master Score, Proposal",Not Completed
Lead Opportunities,Council,LEAD_OPPORTUNITIES_SCORE,,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring#lead-opportunities,,Network Performance Score (Council%2023/Council%20Period%2017/Network%20Performance%20Score%20279437990b624aefb9a51c9d640c1a69.md),"Grade, Master Score",Not Completed
WG Opportunities,Storage,WORKER_OPPORTUNITIES_SCORE,,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,,"General WG Score (Council%2023/Council%20Period%2017/General%20WG%20Score%205ca0e617cd334e10809c31442dcbd00a.md), General WG Score (Council%2023/Council%20Period%2017/General%20WG%20Score%209fdd606b269f4e599ac51a0998b33614.md)","General WG Score, Grade, Spot Check, Subscore",Not Completed
WG Opportunities,Builders,WORKER_OPPORTUNITIES_SCORE,,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,,,"General WG Score, Grade, Spot Check, Subscore",Not Completed
WG Opportunities,Distributors,WORKER_OPPORTUNITIES_SCORE,,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,,General WG Score (Council%2023/Council%20Period%2017/General%20WG%20Score%20f53e36ec9c304ee3a8af2889b0667de8.md),"General WG Score, Grade, Spot Check, Subscore",Not Completed
WG Opportunities,HR,WORKER_OPPORTUNITIES_SCORE,,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,,General WG Score (Council%2023/Council%20Period%2017/General%20WG%20Score%2098231fe7639744ff924d622f5d28dd1f.md),"General WG Score, Grade, Spot Check, Subscore",Not Completed
WG Opportunities,Marketing,WORKER_OPPORTUNITIES_SCORE,,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,,"General WG Score (Council%2023/Council%20Period%2017/General%20WG%20Score%20edbf8275049f43109753aef4533b3a7b.md), General WG Score (Council%2023/Council%20Period%2017/General%20WG%20Score%2036972e434a2f4cac9557bf51024cac77.md)","Document, Forum Post, General WG Score, Grade",Not Completed
WG Opportunities,Forum,WORKER_OPPORTUNITIES_SCORE,,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,,"General WG Score (Council%2023/Council%20Period%2017/General%20WG%20Score%20edbf8275049f43109753aef4533b3a7b.md), General WG Score (Council%2023/Council%20Period%2017/General%20WG%20Score%2036972e434a2f4cac9557bf51024cac77.md)","Document, Forum Post, General WG Score, Grade",Not Completed
WG Opportunities,Content,WORKER_OPPORTUNITIES_SCORE,,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,,General WG Score (Council%2023/Council%20Period%2017/General%20WG%20Score%20316dca56505a4e7bb73ee550b76e3bc9.md),"General WG Score, Grade, Spot Check, Subscore",Not Completed
Forum Report,Forum,REPORT_SCORE,,,,Forum Score (Council%2023/Council%20Period%2017/Forum%20Score%2058f03bfb7c2a40a7997d36bba376de50.md),"Document, Forum Post, Grade, Group Specific Scores, Subscore",Not Completed
