Id,Title,Language,Chanel name,Owner,Duration,Size,Category id,Category,License code,Original License,Original Link,Create,Update,URL,NFT,License
26963,JoyAnimatedIntro,en,MWG Official,MWG,288,154772248,14,Science & Technology,1002,Original video for JoyStream,Original video for Joystream,,,https://play.joystream.org/video/26963,,CC0
26964,Answers and vocabulary for SPORTS PROGRAMMES 🏟️,en,Success with IELTS,vaaanish,846,1089917793,13,Education,1002,,https://youtu.be/hwle1fS2as00,,,https://play.joystream.org/video/26964,,CC0
26958,Стёпа,ru,Sermix,sermix,243,472552344,9,Comedy,1002,,,,,https://play.joystream.org/video/26958,26958,CC0
26959,Луна момент,ru,Sermix,sermix,221,391476103,9,Comedy,1002,,https://www.youtube.com/watch?v=LMNU1Y_p18s&ab_channel=Sermix,,,https://play.joystream.org/video/26959,,CC0
26960,This is How Imaginarium First Started,en,TheMindsUnderground,infinteimaginarium,412,80896729,10,Entertainment,1002,,https://www.youtube.com/watch?v=mnEAVhO70D4&ab_channel=TheMindsUnderground,,,https://play.joystream.org/video/26960,,CC0
26971,Holding This Space of Consilience,en,InfiniteImaginarium,infinteimaginarium,607,686976856,14,Science & Technology,1002,Creative Commons Attribution license (reuse allowed),https://youtu.be/SCIlIiEKUFA,,,https://play.joystream.org/video/26971,,CC0
26973,How to Delete a Forum Thread,en,Joystream Tutorials by Songoku,songoku,61,9145506,12,Howto & Style,1002,Original video for JoyStream,Original video for Joystream,,,https://play.joystream.org/video/26973,,CC0
26974,How to Withdraw TJoy Stake on WG Opening Application,en,Joystream Tutorials by Songoku,songoku,94,11401767,12,Howto & Style,1002,Original video for JoyStream,Original video for Joystream,,,https://play.joystream.org/video/26974,,CC0
26976,Joystream DAO is owned and governed by its token holders,en,MWG Official,MWG,369,114393911,14,Science & Technology,1002,Original video for JoyStream,Original video for Joystream,,,https://play.joystream.org/video/26976,,CC0
26977,Harvestmoon Artemis,en,Degenning Thru Dotsama,degen_of_dotsama,813,363042390,10,Entertainment,1002,,https://youtu.be/Pz_GW3xhWBQ,,,https://play.joystream.org/video/26977,,CC0
26978,Oak Network,en,Degenning Thru Dotsama,degen_of_dotsama,65,120711048,10,Entertainment,1002,,https://youtu.be/xkGvi3FgRjo,,,https://play.joystream.org/video/26978,,CC0
27007,Pexels aadddVideoscccbbb 12711145333,en,crypto channel,memberaaaa,16,5598457,6,Travel & Events,1002,,-,,,https://play.joystream.org/video/27007,27007,CC0
27008,Sample-5ss,en,crypto channel,memberaaaa,6,2848208,6,Travel & Events,1002,,-,,,https://play.joystream.org/video/27008,,CC0
27010,How to Cash-Out TJoy,en,MWG Official,MWG,140,24814475,14,Science & Technology,1002,Original video for JoyStream,-,,,https://play.joystream.org/video/27010,,CC0
27002,Как создать платформу кроссчейн приложений? СЕО Citadel.one,ru,CryptoLodes.,cryptolodes,3261,531252681,14,Science & Technology,1002,,https://www.youtube.com/watch?v=KZCpP9weEbU&t=48s,,,https://play.joystream.org/video/27002,,CC0
26965,How to Recover TJoys after an Election Term,en,Joystream Tutorials by Songoku,songoku,66,7336530,12,Howto & Style,1002,Original video for JoyStream,-,,,https://play.joystream.org/video/26965,,CC0
27004,What is the Council?,en,MWG Official,MWG,194,54883630,14,Science & Technology,1002,Original video for JoyStream,-,,,https://play.joystream.org/video/27004,,CC0
27005,Sample-5ss,en,crypto channel,memberaaaa,6,2848208,12,Howto & Style,1002,,,,,https://play.joystream.org/video/27005,,CC0
26981,How to Put Comments in Joystream Videos (New Feature),en,MWG Official,MWG,47,18937174,14,Science & Technology,1002,Original video for JoyStream," - ",,,https://play.joystream.org/video/26981,,CC0
26982,How to Vote in Council Elections,en,MWG Official,MWG,48,12452603,14,Science & Technology,1002,Original video for JoyStream," - ",,,https://play.joystream.org/video/26982,,CC0
26988,"Become a Founding Member and split $12,000,000+ worth of JOY",en,MWG Official,MWG,376,112699388,14,Science & Technology,1002,Original video for JoyStream," - ",,,https://play.joystream.org/video/26988,,CC0
26987,Joystream Community Call #15,en,Joystream Official,joystream,3581,79854179,13,Education,1002,Original video for JoyStream," - ",,,https://play.joystream.org/video/26987,,CC0
26985,How to File for Candidacy in Council (Election),en,MWG Official,MWG,100,16344153,14,Science & Technology,1002,Original video for JoyStream," - ",,,https://play.joystream.org/video/26985,,CC0
26986,How to Create Membership in Joystream DAO,en,MWG Official,MWG,92,15706657,14,Science & Technology,1002,Original video for JoyStream," - ",,,https://play.joystream.org/video/26986,,CC0
26995,Can jsg reconcile the JOY allocation earned by participants?,en,MWG Official,MWG,48,28506777,14,Science & Technology,1002,Original video for JoyStream," - ",,,https://play.joystream.org/video/26995,,CC0
26993,4 important questions from founding member,en,MWG Official,MWG,251,122011088,14,Science & Technology,1002,Original video for JoyStream," - ",,,https://play.joystream.org/video/26993,,CC0
26998,What are thoughts of founder on modular DAOs?,en,MWG Official,MWG,131,65766009,14,Science & Technology,1002,Original video for JoyStream," - ",,,https://play.joystream.org/video/26998,,CC0
26994,How many FM slots are left till last testnet?,en,MWG Official,MWG,77,32514018,14,Science & Technology,1002,Original video for JoyStream," - ",,,https://play.joystream.org/video/26994,,CC0
26999,Very important question by senior founding member?,en,MWG Official,MWG,253,120386159,14,Science & Technology,1002,Original video for JoyStream," - ",,,https://play.joystream.org/video/26999,,CC0
26990,What is actual power of Joystream DAO council?,en,MWG Official,MWG,130,57511481,14,Science & Technology,1002,Original video for JoyStream," - ",,,https://play.joystream.org/video/26990,,CC0
27000,What about withdrawal of tJoy before mainnet?,en,MWG Official,MWG,65,30790234,14,Science & Technology,1002,Original video for JoyStream," - ",,,https://play.joystream.org/video/27000,,CC0
27001,Че По Нодам #31 | CryptoLodes.,ru,CryptoLodes.,cryptolodes,4077,3373945809,14,Science & Technology,1002,Creative Commons Attribution license (reuse allowed),https://www.youtube.com/watch?v=z8iKIJXzzhQ,,,https://play.joystream.org/video/27001,,CC0
26992,Has Cosmos blockchain been considered for the Joystream?,en,MWG Official,MWG,127,54160657,14,Science & Technology,1002,Original video for JoyStream," - ",,,https://play.joystream.org/video/26992,,CC0
27008,Sample-5ss,en,crypto channel,memberaaaa,6,2848208,6,Travel & Events,1002,Original video for JoyStream,-,,,https://play.joystream.org/video/27008,,CC0
27011,Curator Group Working Sheet Appearance Improvement,en,Songoku Channel,songoku,31,23514865,8,People & Blogs,1002,Original video for JoyStream,-,,,https://play.joystream.org/video/27011,,CC0
27015,What are Working Groups?,en,MWG Official,MWG,166,52209578,14,Science & Technology,1002,Original video for JoyStream,-,,,https://play.joystream.org/video/27015,,CC0
27009,How to Cash-Out TJoy into Bitcoin Cash,en,Joystream Tutorials by Songoku,songoku,140,24814475,12,Howto & Style,1002,Original video for JoyStream,-,,,https://play.joystream.org/video/27009,,CC0
27017,How to Withdraw TJoy Stake on WG Opening Application,en,Joystream Tutorials by Songoku,songoku,100,24391109,12,Howto & Style,1002,Original video for JoyStream,-,,,https://play.joystream.org/video/27017,,CC0
26897,WG Opening - Content Curators Application Bug,en,Songoku Channel,songoku,18,4657673,8,People & Blogs,1002,Original video for JoyStream,-,,,https://play.joystream.org/video/26897,,CC0
27002,Как создать платформу кроссчейн приложений? СЕО Citadel.one,ru,CryptoLodes.,cryptolodes,3261,531252681,14,Science & Technology,1002,Original video for JoyStream,-,,,https://play.joystream.org/video/27002,,CC0
26965,How to Recover TJoys after an Election Term,en,Joystream Tutorials by Songoku,songoku,66,7336530,12,Howto & Style,1002,Original video for JoyStream,-,,,https://play.joystream.org/video/26965,,CC0
27017,How to Withdraw TJoy Stake on WG Opening Application,en,Joystream Tutorials by Songoku,songoku,100,24391109,12,Howto & Style,1002,Original video for JoyStream,-,,,https://play.joystream.org/video/27017,,CC0
27018,How to Withdraw TJoy Stake on WG Opening Application,en,MWG Official,MWG,100,24391109,14,Science & Technology,1002,Original video for JoyStream,-,,,https://play.joystream.org/video/27018,,CC0
27020,How to Create a Forum Thread,en,Joystream Tutorials by Songoku,songoku,69,71882952,12,Howto & Style,1002,Original video for JoyStream,-,,,https://play.joystream.org/video/27020,,CC0
27019,FULL 2,en,Success with IELTS,vaaanish,918,1182313176,13,Education,1002,Original video for JoyStream,-,,,https://play.joystream.org/video/27019,,CC0
27020,How to Create a Forum Thread,en,Joystream Tutorials by Songoku,songoku,69,71882952,12,Howto & Style,1002,Original video for JoyStream,Original video for Joystream,,,https://play.joystream.org/video/27020,,CC0
27022,Frambor Highest level,en,Frambor voice,Frambor,10,3650505,,Science & Technology,1002,Original video for JoyStream,Original video for Joystream,,,https://play.joystream.org/video/27022,,CC0
27023,How to Recover Tjoys after an Election Term,en,MWG Official,MWG,66,7336530,,Howto & Style,1002,Original video for JoyStream,Original video for Joystream,,,https://play.joystream.org/video/27023,,CC0
27024,How to Delete a Forum Thread,en,MWG Official,MWG,61,9145506,,Howto & Style,1002,Original video for JoyStream,Original video for Joystream,,,https://play.joystream.org/video/27024,,CC0
27026,How to Cash-Out Tjoy into Bitcoin Cash,en,MWG Official,MWG,140,24814475,,Howto & Style,1002,Original video for JoyStream,Original video for Joystream,,,https://play.joystream.org/video/27026,,CC0
27027,Че По Космосу #14 с POST HUMAN & CryptoQ | CryptoLodes.,ru,CryptoLodes.,cryptolodes,5225,614246614,,Science & Technology,1002,,https://www.youtube.com/watch?v=T86RY-HtKy0,,,https://play.joystream.org/video/27027,,CC0
