id,createdAt,size,"size, MB",storageBagId
14029,01.05.2022,22650803,"21,6",2341
14032,01.05.2022,37082,"0,0",2341
14037,01.05.2022,22650803,"21,6",2341
14091,03.05.2022,8048,"0,0",2575
14093,03.05.2022,1649878,"1,6",2575
14094,03.05.2022,17522,"0,0",2575
14119,03.05.2022,4011299,"3,8",2071
14120,03.05.2022,31314,"0,0",2071
14182,06.05.2022,15832,"0,0",2592
14183,06.05.2022,6862,"0,0",2593
