"Objects size, MB",Bag ID,ObjectNumber,"Objects size, average, MB"
"0,0",2247,0,#DIV/0!
"0,1",2006,2,"0,0"
"19,3",2536,4,"4,8"
"214,8",2609,12,"17,9"
"6535,8",2118,42,"155,6"
"0,0",2617,0,#DIV/0!
"6,3",2585,4,"1,6"
"28,8",2369,6,"4,8"
"27,5",2114,4,"6,9"
"0,1",2005,2,"0,0"
"9,7",2445,4,"2,4"
"39,7",2336,6,"6,6"
"1681,1",2246,4,"420,3"
"1,1",2501,4,"0,3"
"2,5",2467,8,"0,3"
"2211,2",2036,26,"85,0"
"9654,5",2137,106,"91,1"
"13,1",2280,2,"6,5"
"7,3",2571,4,"1,8"
"5724,6",2096,126,"45,4"
"40,4",2226,8,"5,1"
"0,1",2013,2,"0,0"
"0,1",2188,2,"0,0"
"0,0",2290,0,#DIV/0!
"0,1",2180,2,"0,1"
"7,6",2543,4,"1,9"
"7840,0",2298,17,"461,2"
"9,0",2531,4,"2,3"
"154,8",2221,6,"25,8"
"190,0",2143,5,"38,0"
"4714,5",2189,80,"58,9"
"1382,6",2110,40,"34,6"
"38,1",2599,4,"9,5"
"158,0",2099,6,"26,3"
"977,8",2113,11,"88,9"
"400,8",2172,23,"17,4"
"24788,3",2148,60,"413,1"
"0,1",2286,2,"0,0"
"46,7",2514,4,"11,7"
"0,2",2018,2,"0,1"
"1749,2",2250,20,"87,5"
"4,9",2423,4,"1,2"
"8,1",2518,6,"1,3"
"443,3",2085,26,"17,1"
"2226,6",2081,41,"54,3"
"7,4",2627,2,"3,7"
"327,6",2053,22,"14,9"
"3,9",2587,4,"1,0"
"23,6",2563,6,"3,9"
"1611,9",2140,38,"42,4"
"2141,7",2202,68,"31,5"
"1213,4",2274,42,"28,9"
"1,9",2032,4,"0,5"
"188,0",2309,4,"47,0"
"40,4",2222,8,"5,1"
"22,6",2124,8,"2,8"
"5,0",2363,4,"1,3"
"39,7",2243,7,"5,7"
"13,5",2475,6,"2,3"
"4,3",2431,4,"1,1"
"0,0",2207,0,#DIV/0!
"0,0",2214,0,#DIV/0!
"0,0",2304,2,"0,0"
"9,5",2410,4,"2,4"
"45,8",2479,4,"11,4"
"8,8",2450,4,"2,2"
"5,8",2442,4,"1,4"
"307,8",2341,18,"17,1"
"39,7",2335,6,"6,6"
"0,2",2012,2,"0,1"
"3,7",2572,4,"0,9"
"2259,1",2176,36,"62,8"
"5345,2",2097,83,"64,4"
"12,0",2322,4,"3,0"
"6,3",2468,6,"1,1"
"5,8",2578,4,"1,4"
"0,0",2365,1,"0,0"
"10,2",2551,4,"2,6"
"1,0",2483,8,"0,1"
"0,1",2444,2,"0,0"
"103,3",2624,8,"12,9"
"543,5",2074,12,"45,3"
"0,0",2314,0,#DIV/0!
"427,3",2220,22,"19,4"
"594,4",2033,9,"66,0"
"15894,8",2158,274,"58,0"
"4,0",2430,4,"1,0"
"73,6",2553,12,"6,1"
"278,3",2134,6,"46,4"
"1,1",2346,4,"0,3"
"104,9",2105,10,"10,5"
"352,1",2342,4,"88,0"
"7,0",2497,6,"1,2"
"19,2",2586,4,"4,8"
"6,0",2412,4,"1,5"
"10,1",2428,4,"2,5"
"193,0",2117,5,"38,6"
"3,2",2523,6,"0,5"
"1,6",2460,4,"0,4"
"4020,3",2059,34,"118,2"
"30,5",2579,4,"7,6"
"4710,3",2269,60,"78,5"
"8865,4",2062,164,"54,1"
"762,4",2128,48,"15,9"
"3879,4",2171,42,"92,4"
"2,0",2500,6,"0,3"
"2,0",2537,4,"0,5"
"804,0",2254,42,"19,1"
"1277,3",2073,12,"106,4"
"2,9",2403,4,"0,7"
"8,8",2438,4,"2,2"
"1,6",2597,4,"0,4"
"0,7",2292,3,"0,2"
"3054,0",2107,107,"28,5"
"4972,8",2108,43,"115,6"
"23,3",2471,6,"3,9"
"3,5",2435,4,"0,9"
"0,1",2340,2,"0,0"
"207,3",2120,6,"34,5"
"15224,1",2139,400,"38,1"
"65,4",2447,4,"16,3"
"0,0",2002,2,"0,0"
"12,7",2392,4,"3,2"
"3,0",2381,4,"0,8"
"8,6",2544,4,"2,2"
"3,0",2584,4,"0,7"
"218,7",2198,14,"15,6"
"6500,8",2082,99,"65,7"
"9,8",2546,4,"2,4"
"0,5",2629,2,"0,2"
"162,1",2316,3,"54,0"
"9609,7",2086,94,"102,2"
"9,5",2498,10,"0,9"
"3,7",2495,4,"0,9"
"5,2",2549,4,"1,3"
"5,2",2354,4,"1,3"
"39,7",2334,6,"6,6"
"7,4",2370,4,"1,9"
"166,8",2260,4,"41,7"
"264,5",2333,40,"6,6"
"26,5",2255,4,"6,6"
"0,0",2184,1,"0,0"
"0,0",2293,2,"0,0"
"0,0",2614,0,#DIV/0!
"4,7",2383,4,"1,2"
"7,3",2421,4,"1,8"
"823,2",2133,8,"102,9"
"10,0",2279,4,"2,5"
"169,4",2227,28,"6,1"
"2109,3",2069,9,"234,4"
"9347,0",2152,168,"55,6"
"150,1",2241,2,"75,1"
"2,6",2379,4,"0,6"
"1204,1",2315,4,"301,0"
"1590,2",2075,126,"12,6"
"234,6",2257,20,"11,7"
"246,4",2312,2,"123,2"
"8,6",2319,4,"2,2"
"3,7",2466,4,"0,9"
"0,4",2331,2,"0,2"
"24,1",2557,8,"3,0"
"163,1",2607,2,"81,5"
"10,6",2487,8,"1,3"
"17621,0",2159,302,"58,3"
"28,0",2577,4,"7,0"
"2817,0",2115,10,"281,7"
"0,0",2344,2,"0,0"
"3,8",2592,4,"0,9"
"506,6",2185,7,"72,4"
"0,9",2594,4,"0,2"
"14,1",2422,4,"3,5"
"28,9",2416,4,"7,2"
"2,3",2464,4,"0,6"
"831,8",2203,124,"6,7"
"1228,5",2040,4,"307,1"
"1,9",2446,4,"0,5"
"14,0",2213,5,"2,8"
"291,0",2230,44,"6,6"
"1973,5",2055,6,"328,9"
"0,1",2329,2,"0,0"
"0,1",2015,2,"0,0"
"790,7",2147,24,"32,9"
"1,0",2559,4,"0,2"
"2,0",2424,4,"0,5"
"2,6",2182,6,"0,4"
"3836,9",2095,84,"45,7"
"8,7",2560,4,"2,2"
"3718,4",2225,12,"309,9"
"43,5",2570,4,"10,9"
"6,8",2376,4,"1,7"
"1480,1",2091,48,"30,8"
"162,3",2041,4,"40,6"
"1706,6",2093,16,"106,7"
"34,3",2295,5,"6,9"
"15,4",2411,4,"3,8"
"2,3",2393,4,"0,6"
"154,6",2027,15,"10,3"
"2,3",2367,4,"0,6"
"8,5",2449,4,"2,1"
"28,0",2209,4,"7,0"
"1970,0",2245,60,"32,8"
"11863,9",2206,168,"70,6"
"5,6",2239,2,"2,8"
"58,3",2458,6,"9,7"
"19,8",2455,4,"5,0"
"271,7",2183,7,"38,8"
"0,0",2235,0,#DIV/0!
"8,4",2494,4,"2,1"
"79,6",2034,17,"4,7"
"15296,2",2289,36,"424,9"
"159,2",2282,22,"7,2"
"216,5",2278,2,"108,3"
"25,5",2311,6,"4,2"
"3,2",2589,4,"0,8"
"11,9",2465,4,"3,0"
"2,5",2380,4,"0,6"
"7,6",2457,4,"1,9"
"6,4",2347,4,"1,6"
"4,6",2388,4,"1,1"
"35,5",2522,6,"5,9"
"7,3",2216,2,"3,6"
"15,7",2562,4,"3,9"
"81,9",2480,4,"20,5"
"9741,6",2089,185,"52,7"
"10,0",2397,4,"2,5"
"8980,2",2061,50,"179,6"
"446,3",2122,4,"111,6"
"66,8",2212,6,"11,1"
"498,6",2135,8,"62,3"
"242,7",2273,8,"30,3"
"11,0",2504,10,"1,1"
"0,0",2620,0,#DIV/0!
"0,1",2007,2,"0,0"
"8,5",2437,4,"2,1"
"6,5",2399,4,"1,6"
"0,0",2268,0,#DIV/0!
"17,5",2452,6,"2,9"
"273,8",2623,4,"68,5"
"1647,4",2234,6,"274,6"
"76,9",2590,4,"19,2"
"3,2",2513,4,"0,8"
"0,0",2237,2,"0,0"
"2118,7",2021,26,"81,5"
"24342,4",2072,304,"80,1"
"0,0",2359,2,"0,0"
"2,6",2561,4,"0,6"
"52,9",2193,9,"5,9"
"16,8",2461,4,"4,2"
"4,5",2545,4,"1,1"
"3,5",2436,4,"0,9"
"11,4",2400,4,"2,8"
"0,1",2009,2,"0,0"
"2984,1",2080,65,"45,9"
"2,3",2299,3,"0,8"
"3,8",2345,6,"0,6"
"7,2",2433,4,"1,8"
"0,1",2272,2,"0,0"
"16,6",2550,4,"4,2"
"0,0",2262,2,"0,0"
"13,1",2395,4,"3,3"
"13,6",2303,3,"4,5"
"73,1",2489,14,"5,2"
"66,1",2244,10,"6,6"
"1,0",2364,4,"0,2"
"9,9",2470,4,"2,5"
"174,3",2619,2,"87,1"
"60,8",2267,2,"30,4"
"3058,9",2083,48,"63,7"
"43241,1",2045,933,"46,3"
"788,7",2192,8,"98,6"
"55,1",2529,8,"6,9"
"1471,9",2604,128,"11,5"
"523,9",2248,20,"26,2"
"85,2",2174,4,"21,3"
"297,6",2283,4,"74,4"
"0,0",2622,2,"0,0"
"540,4",2612,2,"270,2"
"1,6",2434,4,"0,4"
