"Objects size, MB",Bag ID,ObjectNumber,"Objects size, average, MB"
"43,5",2570,4,"10,9"
"470,8",2233,12,"39,2"
"0,0",2358,2,"0,0"
"1647,4",2234,6,"274,6"
"45,7",2574,4,"11,4"
"8,2",2386,4,"2,1"
"1,0",2364,4,"0,2"
"22,9",2327,4,"5,7"
"4,9",2525,4,"1,2"
"7,0",2213,3,"2,3"
"0,9",2425,4,"0,2"
"40,4",2222,8,"5,1"
"1,9",2484,6,"0,3"
"3,1",2565,8,"0,4"
"790,7",2147,24,"32,9"
"354,1",2328,31,"11,4"
"831,8",2203,124,"6,7"
"1973,5",2055,6,"328,9"
"9,8",2546,4,"2,4"
"7,3",2515,4,"1,8"
"6,4",2505,4,"1,6"
"14649,7",2001,122,"120,1"
"47,7",2164,4,"11,9"
"44,5",2106,5,"8,9"
"6971,6",2138,13,"536,3"
"8,8",2438,4,"2,2"
"1,9",2446,4,"0,5"
"3,8",2345,6,"0,6"
"2,0",2500,6,"0,3"
"2,3",2367,4,"0,6"
"3058,9",2083,48,"63,7"
"21,7",2352,8,"2,7"
"168,2",2408,6,"28,0"
"0,9",2594,4,"0,2"
"0,5",2593,4,"0,1"
"0,0",2359,2,"0,0"
"0,0",2356,1,"0,0"
"39,7",2335,6,"6,6"
"14,5",2325,4,"3,6"
"8610,4",2071,17,"506,5"
"280,4",2258,12,"23,4"
"0,1",2444,2,"0,0"
"3,4",2362,4,"0,8"
"19,0",2521,4,"4,8"
"1213,4",2274,42,"28,9"
"1126,2",2026,68,"16,6"
"11,3",2409,4,"2,8"
"6,6",2581,4,"1,6"
"159,2",2282,22,"7,2"
"543,5",2074,12,"45,3"
"7,3",2216,2,"3,6"
"0,0",2291,1,"0,0"
"5,5",2276,2,"2,7"
"1480,1",2091,48,"30,8"
"73,1",2489,14,"5,2"
"1982,7",2298,6,"330,5"
"14,8",2296,2,"7,4"
"4,9",2423,4,"1,2"
"10,5",2372,4,"2,6"
"19,1",2516,4,"4,8"
"0,1",2009,2,"0,0"
"1228,5",2040,4,"307,1"
"3,1",2373,6,"0,5"
"3718,4",2225,12,"309,9"
"1,6",2460,4,"0,4"
"7,6",2543,4,"1,9"
"1,1",2415,4,"0,3"
"16899,0",2039,74,"228,4"
"0,0",2179,0,#DIV/0!
"15,9",2568,4,"4,0"
"73,4",2150,11,"6,7"
"1723,5",2051,54,"31,9"
"2211,2",2036,26,"85,0"
"0,1",2286,2,"0,0"
"8327,4",2077,87,"95,7"
"10116,9",2092,243,"41,6"
"0,0",2201,0,#DIV/0!
"10,7",2407,4,"2,7"
"0,8",2558,4,"0,2"
"5,6",2357,4,"1,4"
"11,0",2321,4,"2,7"
"2,3",2299,3,"0,8"
"730,4",2023,8,"91,3"
"26,7",2490,4,"6,7"
"9488,3",2136,222,"42,7"
"790,7",2264,20,"39,5"
"740,2",2090,23,"32,2"
"21,6",2532,8,"2,7"
"490,1",2317,4,"122,5"
"7710,9",2098,128,"60,2"
"207,3",2120,6,"34,5"
"0,0",2256,0,#DIV/0!
"6,4",2394,4,"1,6"
"7,4",2552,4,"1,9"
"2,5",2467,8,"0,3"
"5,8",2440,4,"1,4"
"16180,1",2153,268,"60,4"
"2,0",2537,4,"0,5"
"5185,7",2088,130,"39,9"
"84,3",2240,4,"21,1"
"9654,5",2137,106,"91,1"
"3,7",2572,4,"0,9"
"4,6",2388,4,"1,1"
"0,9",2530,4,"0,2"
"9416,4",2101,170,"55,4"
"278,3",2134,6,"46,4"
"51,8",2503,8,"6,5"
"0,1",2011,2,"0,0"
"3,8",2592,4,"0,9"
"169,4",2227,28,"6,1"
"5,3",2555,4,"1,3"
"230,5",2038,6,"38,4"
"66,8",2212,6,"11,1"
"8,4",2494,4,"2,1"
"8,6",2319,4,"2,2"
"636,6",2141,40,"15,9"
"3658,5",2103,54,"67,8"
"6207,8",2199,174,"35,7"
"26,8",2402,4,"6,7"
"4,0",2430,4,"1,0"
"1988,0",2324,12,"165,7"
"0,1",2218,2,"0,1"
"26,5",2229,4,"6,6"
"0,4",2331,2,"0,2"
"523,9",2248,20,"26,2"
"7,3",2421,4,"1,8"
"3157,1",2111,38,"83,1"
"52,9",2193,9,"5,9"
"4,3",2595,4,"1,1"
"804,0",2254,42,"19,1"
"2406,3",2145,94,"25,6"
"427,3",2220,22,"19,4"
"0,0",2314,0,#DIV/0!
"0,1",2232,3,"0,0"
"17,3",2482,8,"2,2"
"788,7",2192,8,"98,6"
"27,5",2384,4,"6,9"
"1,0",2483,8,"0,1"
"0,1",2006,2,"0,0"
"13,2",2534,6,"2,2"
"3469,4",2171,28,"123,9"
"0,0",2211,1,"0,0"
"19,8",2455,4,"5,0"
"0,0",2231,2,"0,0"
"1499,2",2146,14,"107,1"
"0,1",2015,2,"0,0"
"13,1",2280,2,"6,5"
"79,6",2034,17,"4,7"
"1,2",2476,4,"0,3"
"15,1",2469,6,"2,5"
"20,1",2527,6,"3,4"
"28,0",2577,4,"7,0"
"132,9",2169,7,"19,0"
"7,6",2457,4,"1,9"
"5,7",2391,4,"1,4"
"5,6",2239,2,"2,8"
"446,3",2122,4,"111,6"
"2,8",2368,4,"0,7"
"6,3",2468,6,"1,1"
"0,0",2235,0,#DIV/0!
"19,6",2454,4,"4,9"
"3,7",2466,4,"0,9"
"6,5",2401,4,"1,6"
"8,5",2437,4,"2,1"
"4,2",2063,4,"1,1"
"12,7",2392,4,"3,2"
"157,9",2277,22,"7,2"
"295,7",2507,6,"49,3"
"11,7",2024,6,"2,0"
"0,1",2285,2,"0,0"
"13,6",2303,3,"4,5"
"1423,7",2054,16,"89,0"
"19821,6",2068,44,"450,5"
"193,0",2117,5,"38,6"
"0,7",2292,3,"0,2"
"6,8",2576,4,"1,7"
"6944,4",2186,54,"128,6"
"46,7",2514,4,"11,7"
"0,0",2237,2,"0,0"
"3855,3",2046,52,"74,1"
"0,0",2165,1,"0,0"
"35,5",2522,6,"5,9"
"675,5",2200,14,"48,3"
"39,7",2334,6,"6,6"
"16,6",2550,4,"4,2"
"5,5",2554,8,"0,7"
"21,1",2378,4,"5,3"
"4,5",2545,4,"1,1"
"1721,5",2197,6,"286,9"
"9,8",2510,4,"2,5"
"5469,0",2156,18,"303,8"
"15296,2",2289,36,"424,9"
"3389,4",2194,11,"308,1"
"64,5",2149,4,"16,1"
"3,5",2377,4,"0,9"
"6889,9",2310,28,"246,1"
"0,9",2588,4,"0,2"
"28,9",2416,4,"7,2"
"2,5",2380,4,"0,6"
"13,5",2519,4,"3,4"
"307,8",2341,18,"17,1"
"912,3",2219,4,"228,1"
"1660,7",2116,9,"184,5"
"4515,0",2109,48,"94,1"
"17,0",2526,6,"2,8"
"0,0",2284,2,"0,0"
"104,9",2105,10,"10,5"
"3328,2",2037,40,"83,2"
"43241,1",2045,933,"46,3"
"1,8",2556,4,"0,5"
"4768,7",2049,94,"50,7"
"0,2",2190,2,"0,1"
"20,6",2583,4,"5,2"
"13,1",2395,4,"3,3"
"22,0",2582,4,"5,5"
"190,0",2143,5,"38,0"
"14,9",2453,6,"2,5"
"2,0",2371,4,"0,5"
"162,1",2316,3,"54,0"
"1,3",2502,6,"0,2"
"474,0",2323,12,"39,5"
"2,5",2496,4,"0,6"
"0,1",2188,2,"0,0"
"1,6",2506,4,"0,4"
"8,8",2350,4,"2,2"
"9,9",2470,4,"2,5"
"6,3",2598,4,"1,6"
"7,1",2481,8,"0,9"
"9,7",2389,4,"2,4"
"2817,0",2115,10,"281,7"
"3,2",2441,2,"1,6"
"256,3",2492,16,"16,0"
"4,2",2462,4,"1,0"
"2984,1",2080,65,"45,9"
"12,0",2322,4,"3,0"
"192,1",2313,8,"24,0"
"3,9",2587,4,"1,0"
"11863,9",2206,168,"70,6"
"2,3",2580,4,"0,6"
"0,0",2281,0,#DIV/0!
"289,9",2301,2,"145,0"
"10,0",2251,2,"5,0"
"10,1",2528,4,"2,5"
"17516,9",2126,341,"51,4"
"32119,9",2112,66,"486,7"
"1706,6",2093,16,"106,7"
"166,8",2260,4,"41,7"
"15402,4",2047,234,"65,8"
"0,1",2017,2,"0,1"
"0,1",2340,2,"0,0"
"2,3",2464,4,"0,6"
"2,6",2429,4,"0,7"
"65,4",2447,4,"16,3"
"6500,8",2082,99,"65,7"
"59,8",2167,4,"14,9"
"9,2",2028,4,"2,3"
"7,8",2488,4,"1,9"
"4,8",2567,4,"1,2"
"27,5",2114,4,"6,9"
"1,9",2564,4,"0,5"
"34,3",2295,5,"6,9"
"41,2",2448,4,"10,3"
"5,7",2524,4,"1,4"
"1,3",2404,4,"0,3"
"265,5",2343,14,"19,0"
"5,0",2353,4,"1,2"
"11,4",2400,4,"2,8"
"5,0",2363,4,"1,3"
"5724,6",2096,126,"45,4"
"17621,0",2159,302,"58,3"
"0,0",2344,2,"0,0"
"533,0",2042,112,"4,8"
"0,9",2348,4,"0,2"
"0,1",2007,2,"0,0"
"2,7",2405,4,"0,7"
"13,8",2374,4,"3,4"
"25,5",2311,6,"4,2"
"5345,2",2097,83,"64,4"
"50,0",2472,4,"12,5"
"0,8",2382,4,"0,2"
"8,3",2512,4,"2,1"
"73,6",2553,12,"6,1"
"189,6",2294,3,"63,2"
"8,7",2560,4,"2,2"
"4,5",2375,4,"1,1"
"2,6",2561,4,"0,6"
"0,1",2013,2,"0,0"
"0,0",2288,0,#DIV/0!
"69,5",2175,11,"6,3"
"0,0",2215,0,#DIV/0!
"9777,3",2087,244,"40,1"
"66,1",2244,10,"6,6"
"10,4",2426,4,"2,6"
"2510,1",2020,144,"17,4"
"242,7",2273,8,"30,3"
"4341,2",2160,250,"17,4"
"0,8",2596,4,"0,2"
"4972,8",2108,43,"115,6"
"0,1",2180,2,"0,1"
"39,7",2336,6,"6,6"
"39,7",2337,6,"6,6"
"16,8",2461,4,"4,2"
"38,1",2599,4,"9,5"
"0,1",2307,2,"0,0"
"677,0",2022,53,"12,8"
"27,3",2360,4,"6,8"
"6,7",2591,4,"1,7"
"4,3",2431,4,"1,1"
"762,4",2128,48,"15,9"
"2510,4",2058,36,"69,7"
"459,1",2208,22,"20,9"
"3011,2",2275,4,"752,8"
"0,0",2252,0,#DIV/0!
"5,2",2477,6,"0,9"
"9,5",2498,10,"0,9"
"13,2",2228,2,"6,6"
"0,0",2207,0,#DIV/0!
"8980,2",2061,50,"179,6"
"2,3",2393,4,"0,6"
"19,2",2586,4,"4,8"
"2,8",2485,4,"0,7"
"45,8",2479,4,"11,4"
"52,1",2155,5,"10,4"
"10,2",2551,4,"2,6"
"1,1",2346,4,"0,3"
"0,1",2014,2,"0,1"
"0,0",2349,2,"0,0"
"5,1",2427,4,"1,3"
"0,0",2566,2,"0,0"
"1,7",2575,4,"0,4"
"79,4",2265,12,"6,6"
"780,3",2196,8,"97,5"
"297,6",2283,4,"74,4"
"0,9",2417,4,"0,2"
"47,7",2509,16,"3,0"
"989,0",2121,15,"65,9"
"14,4",2420,4,"3,6"
"11,8",2491,4,"2,9"
"4,6",2486,4,"1,1"
"2141,7",2202,68,"31,5"
"3,4",2535,4,"0,8"
"4710,3",2269,60,"78,5"
"16,5",2390,4,"4,1"
"24,1",2557,8,"3,0"
"3,5",2435,4,"0,9"
"337,1",2056,14,"24,1"
"0,0",2305,2,"0,0"
"0,1",2010,2,"0,0"
"0,8",2355,4,"0,2"
"809,3",2119,37,"21,9"
"748,3",2177,14,"53,4"
"23,9",2302,6,"4,0"
"10,0",2279,4,"2,5"
"129,6",2187,6,"21,6"
"5389,6",2079,180,"29,9"
"40,2",2076,6,"6,7"
"1,4",2439,4,"0,3"
"0,0",2004,2,"0,0"
"15224,1",2139,400,"38,1"
"3,2",2513,4,"0,8"
"9347,0",2152,168,"55,6"
"2788,3",2287,10,"278,8"
"40,4",2226,8,"5,1"
"443,3",2085,26,"17,1"
"135,3",2266,2,"67,6"
"28,0",2209,4,"7,0"
"506,6",2185,7,"72,4"
"0,0",2002,2,"0,0"
"87,6",2052,4,"21,9"
"3,5",2436,4,"0,9"
"6535,8",2118,42,"155,6"
"7,8",2432,4,"2,0"
"977,8",2113,11,"88,9"
"9,6",2406,4,"2,4"
"7,9",2508,4,"2,0"
"43,4",2132,5,"8,7"
"0,0",2205,0,#DIV/0!
"1699,8",2130,6,"283,3"
