Name,Category,Comment,Description,Link,Number
,,,,,
https://github.com/Joystream/marketing/issues/210,In-scope,"In-scope (research), can give us more users. 
1 should be done in mainnet
2 can be done now","1. Connect with web3 companies utilizing video, suggest using Joystream. 
2. Create a list of such companies",https://github.com/Joystream/marketing/issues/210,210
,,,,,
,,,,,
,,,,,
