Number,Link,Name,Description,Category,Comment
,,,,,
210,https://github.com/Joystream/marketing/issues/210,https://github.com/Joystream/marketing/issues/210,"1. Connect with web3 companies utilizing video, suggest using Joystream. 
2. Create a list of such companies",In-scope,"In-scope (research), can give us more users. 
1 should be done in mainnet
2 can be done now"
,,,,,
,,,,,
,,,,,
