Property,average_size bytes,id,objects_num,total_size bytes
,38727,2698,2,77454
,34644532,2604,24,831468780
,15621216,2639,10,156212163
,184376089,2310,8,1475008713
,25627916,2075,12,307535001
,3499577,2213,2,6999154
,603363,2693,6,3620178
,150930658,2697,8,1207445268
,1567939,2687,2,3135879
,36391807,2692,18,655052536
,1154402,2645,10,11544025
,204646,2688,4,818586
,267536308,2324,2,535072616
,39000,2694,2,78000
,7574,2695,1,7574
,11129,2691,2,22258
,15994,2690,2,31988
,835806,2696,6,5014838
,19701661,2171,2,39403323
