Task name,Assignee,Due,GitHub Pull Requests,Governance Status,Parent-task,Priority,Project,Sprint,Status,Sub-tasks,Summary,Tags,Task ID,URL
Screenshots flow CRT,,,,Not started,,,Creator Token launch (Creator%20Token%20launch%20dd006d8e63f04c1a935fe5189e64c4e9.md),,Done,,,,GEN-123,
Publish CRT release announcements,,,,Not started,,,Creator Token launch (Creator%20Token%20launch%20dd006d8e63f04c1a935fe5189e64c4e9.md),,Done,,,,GEN-127,
CRT launch marketing plan v1,leet_joy,,,Not started,,High,Creator Token launch (Creator%20Token%20launch%20dd006d8e63f04c1a935fe5189e64c4e9.md),,Done,,,CRT,GEN-126,
"Creator Token onboarding video ",,,,Not started,,,Creator Token launch (Creator%20Token%20launch%20dd006d8e63f04c1a935fe5189e64c4e9.md),,Done,,,,GEN-35,
Let ambassadors pre-mint their tokens before announcement,,,,Not started,,,Creator Token launch (Creator%20Token%20launch%20dd006d8e63f04c1a935fe5189e64c4e9.md),,Done,,,,GEN-36,
Blogpost,,,,Not started,,,Creator Token launch (Creator%20Token%20launch%20dd006d8e63f04c1a935fe5189e64c4e9.md),,Done,,,,GEN-149,
Coordinate with big YouTubers to create CRT and promote it on their videos,,,,Not started,,,Creator Token launch (Creator%20Token%20launch%20dd006d8e63f04c1a935fe5189e64c4e9.md),,Done,,,,GEN-109,
