Name,Group,Grade Name,Score,Handbook Link,Subscores,Parent Score,Attributes,JSG Grading Status
Network Performance Score,Network,NETWORK_PERFORMANCE_SCORE,,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#overview,"Builder Score (Council%2024/Council%20Period%2017/Builder%20Score%20900a19a4089547779ad9a89a9bba8dcf.md), Content Score (Council%2024/Council%20Period%2017/Content%20Score%20a2367de33b594a2bbf0493d7be47ee75.md), Distributor Score (Council%2024/Council%20Period%2017/Distributor%20Score%20c7714c15f589453091857ad8655c2c34.md), Storage Score (Council%2024/Council%20Period%2017/Storage%20Score%2015523ef68bc44f70ac3af3c0f60b49c5.md), HR Score (Council%2024/Council%20Period%2017/HR%20Score%20fea8165ef3d04c7abb5a5c5ad494b394.md), Council Period Summary (Council%2024/Council%20Period%2017/Council%20Period%20Summary%201a026ba9da6441ad94033d14aa4a05f8.md), Council Period Plan (Council%2024/Council%20Period%2017/Council%20Period%20Plan%200346cf5174f34d898444647c7d929c92.md), Lead Opportunities (Council%2024/Council%20Period%2017/Lead%20Opportunities%2058db344cc3df40baacf39530cd96f99d.md), Meeting score (Council%2024/Council%20Period%2017/Meeting%20score%20550d555e0edd4643aa6c210fe6696ab6.md)",,"Composite Grade, Master Score, Overall Grade",Not Completed
Forum Score,Forum,FORUM_SCORE,,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#score,"Forum Report (Council%2024/Council%20Period%2017/Forum%20Report%208da89576e272434aa395edc213e03ef0.md), General WG Score (Council%2024/Council%20Period%2017/General%20WG%20Score%20d5d7dc3767454e9889f0e508077442bc.md), Moderation Score (Council%2024/Council%20Period%2017/Moderation%20Score%20cf37300dcb14427baed37b8bd1771567.md), General WG Score (Council%2024/Council%20Period%2017/General%20WG%20Score%205ac7761b94e64063a4c1782d3b29e086.md)",,"Composite Grade, Master Score",Not Completed
Builder Score,Builders,BUILDER_SCORE,,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#score,"General WG Score (Council%2024/Council%20Period%2017/General%20WG%20Score%20de974e5aafea4b7b9e2e3d86c082918a.md), Builders Report (Council%2024/Council%20Period%2017/Builders%20Report%20d2c46d7a453242beb1a8f89b359ba492.md), Testing (Council%2024/Council%20Period%2017/Testing%20b9a825fb661f4ee788013d4439eacb81.md), Pioneer Development (Council%2024/Council%20Period%2017/Pioneer%20Development%205b651cc256e14149a5e3f1d1bf4b259f.md), General Development (Council%2024/Council%20Period%2017/General%20Development%20714ca3b4f17e4e4d84999d0d6767a6ae.md)",Network Performance Score (Council%2024/Council%20Period%2017/Network%20Performance%20Score%20722f7af4816041228b92fdea8d4e04a8.md),"Composite Grade, Master Score",Not Completed
Distributor Score,Distributors,DISTRIBUTOR_SCORE,,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/distributors-score.md#score,"System (Council%2024/Council%20Period%2017/System%20172cedba053a4205b05177b7c814afc6.md), General WG Score (Council%2024/Council%20Period%2017/General%20WG%20Score%20d77ae7d4de744e8090dd82d16c3ce7ac.md), Distributors Report (Council%2024/Council%20Period%2017/Distributors%20Report%20e5cc9dcd42cc41f1a41f511b7eeccc90.md)",Network Performance Score (Council%2024/Council%20Period%2017/Network%20Performance%20Score%20722f7af4816041228b92fdea8d4e04a8.md),"Composite Grade, Master Score",Not Completed
Content Score,Content,CONTENT_SCORE,,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#score,"General WG Score (Council%2024/Council%20Period%2017/General%20WG%20Score%20ba74ed900fc940a88448ff4a0d4b0a0f.md), Content Report (Council%2024/Council%20Period%2017/Content%20Report%2002ecd058cee14ce2a05ea25bb38737ca.md), Featuring Score (Council%2024/Council%20Period%2017/Featuring%20Score%20ebf0681de8d346d3a124f62fa0b54d6f.md), Moderation Score (Council%2024/Council%20Period%2017/Moderation%20Score%20199ab373510d44c9ae3b6f6d0befa4bb.md), Logging does not occur (Council%2024/Council%20Period%2017/Logging%20does%20not%20occur%2054ceca4330ef4466a53c8d3d12445db4.md), Featured Content Unplayable (Council%2024/Council%20Period%2017/Featured%20Content%20Unplayable%20ccca37745fe6458ea421f9e314542c60.md), Failure to apply moderation rules (Council%2024/Council%20Period%2017/Failure%20to%20apply%20moderation%20rules%2071e3f81e449d4d4ba471d8e86ed18780.md), Curation Testing Score (Council%2024/Council%20Period%2017/Curation%20Testing%20Score%205691ab2dbc4f495abde77d080a606603.md)",Network Performance Score (Council%2024/Council%20Period%2017/Network%20Performance%20Score%20722f7af4816041228b92fdea8d4e04a8.md),"Composite Grade, Master Score",Not Completed
HR Score,HR,HR_SCORE,,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/human-resources-score.md#score,"General WG Score (Council%2024/Council%20Period%2017/General%20WG%20Score%20dfd4ae9b04af45efa6c7f8b556f9ffb0.md), HR Report (Council%2024/Council%20Period%2017/HR%20Report%2011584f1e1c28455cb82988fd874d0f97.md), Response Time (Council%2024/Council%20Period%2017/Response%20Time%2048f818430d2346b7bdc0941f37e70108.md), Person Logging Score (Council%2024/Council%20Period%2017/Person%20Logging%20Score%20253bef92ccc64c20bcb2937a90d67955.md), Interaction Logging Score (Council%2024/Council%20Period%2017/Interaction%20Logging%20Score%20465468ed1be44dfd996fbfe2e2156a99.md), Bounty Management Score (Council%2024/Council%20Period%2017/Bounty%20Management%20Score%2046269aa486144884a6f2702876a4777c.md)",Network Performance Score (Council%2024/Council%20Period%2017/Network%20Performance%20Score%20722f7af4816041228b92fdea8d4e04a8.md),"Composite Grade, Master Score",Not Completed
Marketing Score,Marketing,MARKETER_SCORE,,,,,Master Score,Not Completed
Storage Score,Storage,STORAGE_SCORE,,,"Uploads (Council%2024/Council%20Period%2017/Uploads%2064a6882455e84b2b81d930e45ffa69a1.md), General WG Score (Council%2024/Council%20Period%2017/General%20WG%20Score%209a8c5c7bf70e440a8c04f6e1c668a5ac.md), System (Council%2024/Council%20Period%2017/System%201da3f40c76b44008afa22a395fc1bf6e.md), Storage Report (Council%2024/Council%20Period%2017/Storage%20Report%208fe627b8d2e640388f27a1a82bdf60b1.md), Logging (Council%2024/Council%20Period%2017/Logging%20957ed72d9cb24cbe87c2cb36695607bc.md)",Network Performance Score (Council%2024/Council%20Period%2017/Network%20Performance%20Score%20722f7af4816041228b92fdea8d4e04a8.md),"Composite Grade, Master Score",Not Completed
General WG Score,Distributors,GENERAL_WG_SCORE,,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,"WG Period Plan (Council%2024/Council%20Period%2017/WG%20Period%20Plan%208a466cc9daea486cbc309aee5b04b8ec.md), WG Summary (Council%2024/Council%20Period%2017/WG%20Summary%20f0c48636888e4b328cd6595ea80dd5f1.md), WG Opportunities (Council%2024/Council%20Period%2017/WG%20Opportunities%2023abe73efa9b45db9b8bfe32caae765c.md), Opening Score (Council%2024/Council%20Period%2017/Opening%20Score%202fd79dc078c045f4b3db703a90965984.md), Bounty Score (Council%2024/Council%20Period%2017/Bounty%20Score%20fb118f2db74c4615a418f9161d2c01a0.md)",Distributor Score (Council%2024/Council%20Period%2017/Distributor%20Score%20c7714c15f589453091857ad8655c2c34.md),"Composite Grade, General WG Score",Not Completed
General WG Score,Forum,GENERAL_WG_SCORE,,,"WG Period Plan (Council%2024/Council%20Period%2017/WG%20Period%20Plan%20e4deeb6ff223475ab463f5dde036ed44.md), WG Summary (Council%2024/Council%20Period%2017/WG%20Summary%20328ff8f7613b41ae81c21d1a6ba60b11.md), WG Opportunities (Council%2024/Council%20Period%2017/WG%20Opportunities%2002538339a0c046cda898046499d44f85.md), Opening Score (Council%2024/Council%20Period%2017/Opening%20Score%2042b5bde6fe394930a940c4a8f37a97d1.md), Bounty Score (Council%2024/Council%20Period%2017/Bounty%20Score%20b583a957b9544d6fb3a28012ff61bf4c.md), WG Opportunities (Council%2024/Council%20Period%2017/WG%20Opportunities%206a389a5e6a684ebabfe9c6093a99e8fc.md), Bounty Score (Council%2024/Council%20Period%2017/Bounty%20Score%206b29d4d0e35b49cb86647ec268659faf.md), Opening Score (Council%2024/Council%20Period%2017/Opening%20Score%202dde229cacbb4dabb1dd1c8c0bd6870b.md)",Forum Score (Council%2024/Council%20Period%2017/Forum%20Score%203e7814263e4f471d97c3030f35898076.md),"Composite Grade, General WG Score",Not Completed
General WG Score,Builders,GENERAL_WG_SCORE,,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#general_wg_score,"WG Period Plan (Council%2024/Council%20Period%2017/WG%20Period%20Plan%20c46e10c8092842cc82d0352c321aea7b.md), WG Summary (Council%2024/Council%20Period%2017/WG%20Summary%204658d7d28b80422cb5fc14af9088661c.md), WG Opportunities (Council%2024/Council%20Period%2017/WG%20Opportunities%20c1773621f54a419a99ca9a93f1ae9ff9.md), Opening Score (Council%2024/Council%20Period%2017/Opening%20Score%20cb30fd7977704071ad16a6cc46a47ad0.md), Bounty Score (Council%2024/Council%20Period%2017/Bounty%20Score%2041333144d0104d4db1dbab875e019362.md)",Builder Score (Council%2024/Council%20Period%2017/Builder%20Score%20900a19a4089547779ad9a89a9bba8dcf.md),"Composite Grade, General WG Score, Subscore",Not Completed
General WG Score,HR,GENERAL_WG_SCORE,,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,"WG Period Plan (Council%2024/Council%20Period%2017/WG%20Period%20Plan%200525232765b74af09a35d697540a66c0.md), WG Summary (Council%2024/Council%20Period%2017/WG%20Summary%2014d281c1d46f45cbaae101764b478282.md), WG Opportunities (Council%2024/Council%20Period%2017/WG%20Opportunities%201c6bf55aadc54ec3b1df00593c92c17a.md), Opening Score (Council%2024/Council%20Period%2017/Opening%20Score%20be84adc2298e4b8892c8aa5eae9b1162.md), Bounty Score (Council%2024/Council%20Period%2017/Bounty%20Score%2096820aa6a5e445d5b2b979066daef1e8.md)",HR Score (Council%2024/Council%20Period%2017/HR%20Score%20fea8165ef3d04c7abb5a5c5ad494b394.md),"Composite Grade, General WG Score",Not Completed
General WG Score,Storage,GENERAL_WG_SCORE,,,"WG Summary (Council%2024/Council%20Period%2017/WG%20Summary%20f13b19ed28f2460a96ea72d7b2f2f810.md), WG Period Plan (Council%2024/Council%20Period%2017/WG%20Period%20Plan%20089511a595184fa191ca6d4b2c0fc08f.md), WG Opportunities (Council%2024/Council%20Period%2017/WG%20Opportunities%20c1773621f54a419a99ca9a93f1ae9ff9.md), Opening Score (Council%2024/Council%20Period%2017/Opening%20Score%20055c10123643425a8900beaf8cd16308.md), Bounty Score (Council%2024/Council%20Period%2017/Bounty%20Score%20effec06b6dee4f3da8e0315532090905.md)",Storage Score (Council%2024/Council%20Period%2017/Storage%20Score%2015523ef68bc44f70ac3af3c0f60b49c5.md),"Composite Grade, General WG Score",Not Completed
General WG Score,Marketing,GENERAL_WG_SCORE,,,"WG Summary (Council%2024/Council%20Period%2017/WG%20Summary%20328ff8f7613b41ae81c21d1a6ba60b11.md), WG Opportunities (Council%2024/Council%20Period%2017/WG%20Opportunities%2002538339a0c046cda898046499d44f85.md), Opening Score (Council%2024/Council%20Period%2017/Opening%20Score%2042b5bde6fe394930a940c4a8f37a97d1.md), Bounty Score (Council%2024/Council%20Period%2017/Bounty%20Score%20b583a957b9544d6fb3a28012ff61bf4c.md), WG Period Plan (Council%2024/Council%20Period%2017/WG%20Period%20Plan%20594cc0a78c164931aa3b5975ac10dad8.md), WG Summary (Council%2024/Council%20Period%2017/WG%20Summary%200cc04f648c1f44b79023159e0cf27b99.md), WG Opportunities (Council%2024/Council%20Period%2017/WG%20Opportunities%206a389a5e6a684ebabfe9c6093a99e8fc.md), Bounty Score (Council%2024/Council%20Period%2017/Bounty%20Score%206b29d4d0e35b49cb86647ec268659faf.md), Opening Score (Council%2024/Council%20Period%2017/Opening%20Score%202dde229cacbb4dabb1dd1c8c0bd6870b.md)",Forum Score (Council%2024/Council%20Period%2017/Forum%20Score%203e7814263e4f471d97c3030f35898076.md),"Composite Grade, General WG Score",Not Completed
