Property,average_size bytes,id,objects_num,total_size bytes
,2316497,2049,2,4632994
,66753492,2198,24,1602083810
,199627149,2659,7,1397390043
,2928995,2656,4,11715980
,16439356,2652,10,164393568
,12908483,2118,24,309803596
,4936632,2046,2,9873264
,211962431,2324,2,423924863
,29816384,2654,2,59632769
,16891065,2639,20,337821308
,42908335,2655,6,257450010
,261541013,2310,6,1569246080
,11061,2653,2,22122
,61011922,2320,4,244047688
,57062418,2408,4,228249672
,9636,2657,2,19272
,20059010,2075,36,722124385
,65589247,2318,2,131178494
,12586292,2604,71,893626744
,518647134,2298,2,1037294269
