Task name,Assignee,Due,GitHub Pull Requests,Governance Status,Parent-task,Priority,Project,Sprint,Status,Sub-tasks,Summary,Tags,Task ID,URL
X ads (test the impressions ratio targeting general crypto audience),,,,Not started,X ads (../../General/a5e7c4c8c5084029a1f229a0834b0a56/Joystream%20Workspace/Marketer/Tasks/X%20ads%203510f5ea2e9a4d2b8d5a5df8f271a4ee.md),,Digital marketing (Digital%20marketing%2090320d2a60e046cf94c477c4a9ea9a65.md),,Done,,,,GEN-13,
Meta ads (test the impressions ratio targeting general crypto audience),,,,Not started,,,Digital marketing (Digital%20marketing%2090320d2a60e046cf94c477c4a9ea9a65.md),,Not started,,,,GEN-15,
YT (test the impressions ratio targeting general crypto audience),,,,Not started,,,Digital marketing (Digital%20marketing%2090320d2a60e046cf94c477c4a9ea9a65.md),,Not started,,,,GEN-16,
Google ads (test convertions ratio targeting content creators),,,,Not started,,,Digital marketing (Digital%20marketing%2090320d2a60e046cf94c477c4a9ea9a65.md),,Not started,,,,GEN-17,
Slise (test conversions),,,,Not started,,,Digital marketing (Digital%20marketing%2090320d2a60e046cf94c477c4a9ea9a65.md),,Not started,,,crypto-natives,GEN-143,
hypelab (test conversions),,,,Not started,,,Digital marketing (Digital%20marketing%2090320d2a60e046cf94c477c4a9ea9a65.md),,Not started,,,,GEN-144,
Pr3sence (test conversions),,,,Not started,,,Digital marketing (Digital%20marketing%2090320d2a60e046cf94c477c4a9ea9a65.md),,Not started,,,,GEN-145,
Blockchain-ads (test conversions),,,,Not started,,,Digital marketing (Digital%20marketing%2090320d2a60e046cf94c477c4a9ea9a65.md),,Not started,,,,GEN-146,
Adressable,,,,Not started,,,Digital marketing (Digital%20marketing%2090320d2a60e046cf94c477c4a9ea9a65.md),,Not started,,,,GEN-147,
